"","Year","Region","age_bracket","Male","Female"
"1614",1958,"Northern Africa and Western Asia","80-84",158343.5,232372
"1615",1958,"Northern Africa and Western Asia","85-89",51605.5,85845
"1616",1958,"Northern Africa and Western Asia","90-94",12949.5,25682.5
"1617",1958,"Northern Africa and Western Asia","95-99",2183,5342
"1618",1958,"Northern America","0-4",11243061.5,11043926.5
"1619",1958,"Northern America","10-14",8667898,8456739
"1620",1958,"Northern America","100+",1410.5,3173
"1621",1958,"Northern America","15-19",6699019.5,6841895
"1622",1958,"Northern America","20-24",5986448.5,6080944.5
"1623",1958,"Northern America","25-29",6216887,6320690
"1624",1958,"Northern America","30-34",6649506.5,6903423.5
"1625",1958,"Northern America","35-39",6660930,6935300
"1626",1958,"Northern America","40-44",6157830,6340029.5
"1627",1958,"Northern America","45-49",5690887.5,5794615.5
"1628",1958,"Northern America","5-9",9977925,9783997
"1629",1958,"Northern America","50-54",5022871.5,5153895.5
"1630",1958,"Northern America","55-59",4322043,4539770
"1631",1958,"Northern America","60-64",3639885.5,3934422.5
"1632",1958,"Northern America","65-69",2940497.5,3293655.5
"1633",1958,"Northern America","70-74",2184163,2532185.5
"1634",1958,"Northern America","75-79",1313477,1626251.5
"1635",1958,"Northern America","80-84",658161.5,885189.5
"1636",1958,"Northern America","85-89",269090.5,394227.5
"1637",1958,"Northern America","90-94",70206.5,122246.5
"1638",1958,"Northern America","95-99",12247.5,23921
"1639",1958,"Oceania","0-4",957056,911999.5
"1640",1958,"Oceania","10-14",754000,707479
"1641",1958,"Oceania","100+",39,90.5
"1642",1958,"Oceania","15-19",598102,561375
"1643",1958,"Oceania","20-24",540671,503726.5
"1644",1958,"Oceania","25-29",563006.5,512399
"1645",1958,"Oceania","30-34",588750,537713.5
"1646",1958,"Oceania","35-39",541994.5,511065.5
"1647",1958,"Oceania","40-44",484846,463951.5
"1648",1958,"Oceania","45-49",446370,410704
"1649",1958,"Oceania","5-9",857054,817358
"1650",1958,"Oceania","50-54",370902,337548.5
"1651",1958,"Oceania","55-59",299123,292264
"1652",1958,"Oceania","60-64",235792.5,259613.5
"1653",1958,"Oceania","65-69",198997.5,227412.5
"1654",1958,"Oceania","70-74",144220.5,172899.5
"1655",1958,"Oceania","75-79",86694,113527.5
"1656",1958,"Oceania","80-84",42490.5,60615.5
"1657",1958,"Oceania","85-89",15910,24968
"1658",1958,"Oceania","90-94",4047,7335
"1659",1958,"Oceania","95-99",573,1186.5
"1660",1958,"South-Eastern Asia","0-4",17958512,17345357.5
"1661",1958,"South-Eastern Asia","10-14",10770172,10840731.5
"1662",1958,"South-Eastern Asia","100+",106.5,234
"1663",1958,"South-Eastern Asia","15-19",9794502.5,9937492
"1664",1958,"South-Eastern Asia","20-24",9066243,9215159
"1665",1958,"South-Eastern Asia","25-29",7934775.5,8041076.5
"1666",1958,"South-Eastern Asia","30-34",6748527.5,6697778
"1667",1958,"South-Eastern Asia","35-39",5648639,5573490
"1668",1958,"South-Eastern Asia","40-44",4906651.5,4846521
"1669",1958,"South-Eastern Asia","45-49",4272638.5,4230752
"1670",1958,"South-Eastern Asia","5-9",13621196.5,13311001.5
"1671",1958,"South-Eastern Asia","50-54",3476318,3513271
"1672",1958,"South-Eastern Asia","55-59",2723234.5,2782087.5
"1673",1958,"South-Eastern Asia","60-64",1905044.5,2072920.5
"1674",1958,"South-Eastern Asia","65-69",1254986.5,1450891
"1675",1958,"South-Eastern Asia","70-74",767634,941523.5
"1676",1958,"South-Eastern Asia","75-79",398409.5,511691.5
"1677",1958,"South-Eastern Asia","80-84",175778,235880
"1678",1958,"South-Eastern Asia","85-89",55573.5,79609.5
"1679",1958,"South-Eastern Asia","90-94",10613,17029.5
"1680",1958,"South-Eastern Asia","95-99",1434.5,2855.5
"1681",1958,"Sub-Saharan Africa","0-4",18520872.5,18459615
"1682",1958,"Sub-Saharan Africa","10-14",12199519.5,12097716.5
"1683",1958,"Sub-Saharan Africa","100+",150,154.5
"1684",1958,"Sub-Saharan Africa","15-19",10381198,10412947.5
"1685",1958,"Sub-Saharan Africa","20-24",8985482,9154818.5
"1686",1958,"Sub-Saharan Africa","25-29",7815602,8007586
"1687",1958,"Sub-Saharan Africa","30-34",6764327,6866507.5
"1688",1958,"Sub-Saharan Africa","35-39",5801502.5,5840048.5
"1689",1958,"Sub-Saharan Africa","40-44",4889734.5,4909727.5
"1690",1958,"Sub-Saharan Africa","45-49",4026754.5,4090348.5
"1691",1958,"Sub-Saharan Africa","5-9",14045580,14095800
"1692",1958,"Sub-Saharan Africa","50-54",3251103,3385460.5
"1693",1958,"Sub-Saharan Africa","55-59",2537958,2762854
"1694",1958,"Sub-Saharan Africa","60-64",1906053.5,2177555
"1695",1958,"Sub-Saharan Africa","65-69",1346168,1590635
"1696",1958,"Sub-Saharan Africa","70-74",868531.5,1065305.5
"1697",1958,"Sub-Saharan Africa","75-79",478226.5,614310
"1698",1958,"Sub-Saharan Africa","80-84",204396,282015
"1699",1958,"Sub-Saharan Africa","85-89",61868.5,93800.5
"1700",1958,"Sub-Saharan Africa","90-94",12716,19314
"1701",1958,"Sub-Saharan Africa","95-99",1675.5,2224.5
"1702",1959,"Central and Southern Asia","0-4",50986402.5,48440979.5
"1703",1959,"Central and Southern Asia","10-14",31891293,30279801.5
"1704",1959,"Central and Southern Asia","100+",307,543
"1705",1959,"Central and Southern Asia","15-19",28116128.5,26651464.5
"1706",1959,"Central and Southern Asia","20-24",26178775,24904252.5
"1707",1959,"Central and Southern Asia","25-29",23468636.5,21889496
"1708",1959,"Central and Southern Asia","30-34",21082876.5,19095911.5
"1709",1959,"Central and Southern Asia","35-39",18145605,16375565
"1710",1959,"Central and Southern Asia","40-44",15593432,14077947
"1711",1959,"Central and Southern Asia","45-49",13385116.5,12257729
"1712",1959,"Central and Southern Asia","5-9",40525278.5,38089153
"1713",1959,"Central and Southern Asia","50-54",11295107,10340401
"1714",1959,"Central and Southern Asia","55-59",8895809.5,8151463.5
"1715",1959,"Central and Southern Asia","60-64",6789893.5,6440318
"1716",1959,"Central and Southern Asia","65-69",4466937.5,4205125
"1717",1959,"Central and Southern Asia","70-74",3060910.5,3078287.5
"1718",1959,"Central and Southern Asia","75-79",1426712,1414121.5
"1719",1959,"Central and Southern Asia","80-84",704552,717898
"1720",1959,"Central and Southern Asia","85-89",207172.5,227866.5
"1721",1959,"Central and Southern Asia","90-94",37730.5,48203
"1722",1959,"Central and Southern Asia","95-99",3817.5,6199
"1723",1959,"Eastern Asia","0-4",63220759,60327770.5
"1724",1959,"Eastern Asia","10-14",42387752,39231322
"1725",1959,"Eastern Asia","100+",164,752.5
"1726",1959,"Eastern Asia","15-19",35860415,32581200
"1727",1959,"Eastern Asia","20-24",34589971,31278786.5
"1728",1959,"Eastern Asia","25-29",31574998,29285635
"1729",1959,"Eastern Asia","30-34",27468162,26035739.5
"1730",1959,"Eastern Asia","35-39",23541582,23203880.5
"1731",1959,"Eastern Asia","40-44",20565455,20475021
"1732",1959,"Eastern Asia","45-49",18384493,18259618.5
"1733",1959,"Eastern Asia","5-9",55794107.5,53304176.5
"1734",1959,"Eastern Asia","50-54",15749996,16272345.5
"1735",1959,"Eastern Asia","55-59",12936164,13689058
"1736",1959,"Eastern Asia","60-64",9712132.5,10684780.5
"1737",1959,"Eastern Asia","65-69",6738625.5,8165739
"1738",1959,"Eastern Asia","70-74",4194596,5668868.5
"1739",1959,"Eastern Asia","75-79",2120560,3403228.5
"1740",1959,"Eastern Asia","80-84",780570,1453768
"1741",1959,"Eastern Asia","85-89",231747,482146
"1742",1959,"Eastern Asia","90-94",43513.5,110562
"1743",1959,"Eastern Asia","95-99",3785,13026.5
"1744",1959,"Europe","0-4",29190956.5,27950850.5
"1745",1959,"Europe","10-14",24433786,23638506.5
"1746",1959,"Europe","100+",1142.5,4149.5
"1747",1959,"Europe","15-19",22194150.5,21898549
"1748",1959,"Europe","20-24",24479849.5,24452894
"1749",1959,"Europe","25-29",22820605.5,23131899
"1750",1959,"Europe","30-34",22422855,24615180.5
"1751",1959,"Europe","35-39",17979317.5,21976859.5
"1752",1959,"Europe","40-44",13490512,16864406
"1753",1959,"Europe","45-49",17336601.5,21707750.5
"1754",1959,"Europe","5-9",27917576,26846998
"1755",1959,"Europe","50-54",16219848.5,19821635
"1756",1959,"Europe","55-59",13821780,17898771.5
"1757",1959,"Europe","60-64",10417912,14629967.5
"1758",1959,"Europe","65-69",7803707.5,11780316.5
"1759",1959,"Europe","70-74",5813517,9185833
"1760",1959,"Europe","75-79",3692232,5989154.5
"1761",1959,"Europe","80-84",1859588.5,3190374.5
"1762",1959,"Europe","85-89",623698.5,1219239.5
"1763",1959,"Europe","90-94",128326,305067.5
"1764",1959,"Europe","95-99",15772,47909
"1765",1959,"Latin America and the Caribbean","0-4",37021506,36246763
"1766",1959,"Latin America and the Caribbean","10-14",25037593,24598598
"1767",1959,"Latin America and the Caribbean","100+",848,1330
"1768",1959,"Latin America and the Caribbean","15-19",20985808,20473642
"1769",1959,"Latin America and the Caribbean","20-24",17826593,17718167
"1770",1959,"Latin America and the Caribbean","25-29",15504392,16062778
"1771",1959,"Latin America and the Caribbean","30-34",13707265,14152858
"1772",1959,"Latin America and the Caribbean","35-39",11587604,11674914
"1773",1959,"Latin America and the Caribbean","40-44",9726608,9689369
"1774",1959,"Latin America and the Caribbean","45-49",8531230,8489651
"1775",1959,"Latin America and the Caribbean","5-9",30370024,29905922
"1776",1959,"Latin America and the Caribbean","50-54",7048523,6906534
"1777",1959,"Latin America and the Caribbean","55-59",5642110,5569497
"1778",1959,"Latin America and the Caribbean","60-64",4174098,4251751
"1779",1959,"Latin America and the Caribbean","65-69",2912471,3071990
"1780",1959,"Latin America and the Caribbean","70-74",1916815,2134885
"1781",1959,"Latin America and the Caribbean","75-79",994342,1202671
"1782",1959,"Latin America and the Caribbean","80-84",435979,585879
"1783",1959,"Latin America and the Caribbean","85-89",156356,223365
"1784",1959,"Latin America and the Caribbean","90-94",44671,68092
"1785",1959,"Latin America and the Caribbean","95-99",9494,13853
"1786",1959,"Northern Africa and Western Asia","0-4",11180996.5,10752884
"1787",1959,"Northern Africa and Western Asia","10-14",7044206.5,6651093.5
"1788",1959,"Northern Africa and Western Asia","100+",129.5,398
"1789",1959,"Northern Africa and Western Asia","15-19",5740608.5,5506635
"1790",1959,"Northern Africa and Western Asia","20-24",5384108,5260257
"1791",1959,"Northern Africa and Western Asia","25-29",4833556,4752490.5
"1792",1959,"Northern Africa and Western Asia","30-34",4193051.5,4188343.5
"1793",1959,"Northern Africa and Western Asia","35-39",3399721,3429419.5
"1794",1959,"Northern Africa and Western Asia","40-44",2802048,2842647.5
"1795",1959,"Northern Africa and Western Asia","45-49",2457812.5,2538105.5
"1796",1959,"Northern Africa and Western Asia","5-9",8841339,8457930.5
"1797",1959,"Northern Africa and Western Asia","50-54",2132241.5,2242050.5
"1798",1959,"Northern Africa and Western Asia","55-59",1740800.5,1893365
"1799",1959,"Northern Africa and Western Asia","60-64",1346915,1515543.5
"1800",1959,"Northern Africa and Western Asia","65-69",951587.5,1119727.5
"1801",1959,"Northern Africa and Western Asia","70-74",617758,776112.5
"1802",1959,"Northern Africa and Western Asia","75-79",350292,464694.5
"1803",1959,"Northern Africa and Western Asia","80-84",162478.5,240756
"1804",1959,"Northern Africa and Western Asia","85-89",52607.5,88620
"1805",1959,"Northern Africa and Western Asia","90-94",12651,25735.5
"1806",1959,"Northern Africa and Western Asia","95-99",1847,4811
"1807",1959,"Northern America","0-4",11432908.5,11227388.5
"1808",1959,"Northern America","10-14",9034808,8826242.5
"1809",1959,"Northern America","100+",1273.5,2869.5
"1810",1959,"Northern America","15-19",7026381,7127252.5
"1811",1959,"Northern America","20-24",6009403,6152635.5
"1812",1959,"Northern America","25-29",6131293,6244760.5
"1813",1959,"Northern America","30-34",6598862.5,6816876
"1814",1959,"Northern America","35-39",6715004,7006306.5
"1815",1959,"Northern America","40-44",6222473.5,6438797
"1816",1959,"Northern America","45-49",5774021.5,5890801
"1817",1959,"Northern America","5-9",10212276.5,10021183.5
"1818",1959,"Northern America","50-54",5116614.5,5270921
"1819",1959,"Northern America","55-59",4399996.5,4628869
"1820",1959,"Northern America","60-64",3656676.5,3978756.5
"1821",1959,"Northern America","65-69",2980125.5,3373284
"1822",1959,"Northern America","70-74",2229775.5,2614425
"1823",1959,"Northern America","75-79",1368246,1702613
"1824",1959,"Northern America","80-84",668141.5,910556
"1825",1959,"Northern America","85-89",276167.5,408406
"1826",1959,"Northern America","90-94",74246,128274
"1827",1959,"Northern America","95-99",12981,25727
"1828",1959,"Oceania","0-4",981294.5,934083.5
"1829",1959,"Oceania","10-14",787665,739594
"1830",1959,"Oceania","100+",39.5,97.5
"1831",1959,"Oceania","15-19",621833,583344
"1832",1959,"Oceania","20-24",553103.5,517694
"1833",1959,"Oceania","25-29",555300.5,509073.5
"1834",1959,"Oceania","30-34",591926,539330
"1835",1959,"Oceania","35-39",559280.5,525991
"1836",1959,"Oceania","40-44",485335.5,465941.5
"1837",1959,"Oceania","45-49",458017.5,425904.5
"1838",1959,"Oceania","5-9",875688.5,837116
"1839",1959,"Oceania","50-54",383116.5,349889.5
"1840",1959,"Oceania","55-59",307209.5,296367
"1841",1959,"Oceania","60-64",240422.5,262331.5
"1842",1959,"Oceania","65-69",197425,230383
"1843",1959,"Oceania","70-74",147889,178722
"1844",1959,"Oceania","75-79",88641.5,116727
"1845",1959,"Oceania","80-84",43655,63747.5
"1846",1959,"Oceania","85-89",16290.5,25702
"1847",1959,"Oceania","90-94",4164,7705.5
"1848",1959,"Oceania","95-99",584.5,1260.5
"1849",1959,"South-Eastern Asia","0-4",18603622,17957556
"1850",1959,"South-Eastern Asia","10-14",11135090.5,11153281
"1851",1959,"South-Eastern Asia","100+",103.5,219
"1852",1959,"South-Eastern Asia","15-19",9876658,10023883
"1853",1959,"South-Eastern Asia","20-24",9203063.5,9358932
"1854",1959,"South-Eastern Asia","25-29",8125202.5,8265817.5
"1855",1959,"South-Eastern Asia","30-34",6941022.5,6919016.5
"1856",1959,"South-Eastern Asia","35-39",5799705.5,5724920.5
"1857",1959,"South-Eastern Asia","40-44",4974837.5,4928846
"1858",1959,"South-Eastern Asia","45-49",4367490.5,4324295
"1859",1959,"South-Eastern Asia","5-9",14278929,13913519.5
"1860",1959,"South-Eastern Asia","50-54",3559594,3608688
"1861",1959,"South-Eastern Asia","55-59",2826842,2884155.5
"1862",1959,"South-Eastern Asia","60-64",1990791.5,2152045
"1863",1959,"South-Eastern Asia","65-69",1303604,1501543.5
"1864",1959,"South-Eastern Asia","70-74",797271,978635
"1865",1959,"South-Eastern Asia","75-79",411478,531710.5
"1866",1959,"South-Eastern Asia","80-84",178684,242051
"1867",1959,"South-Eastern Asia","85-89",56226,82178.5
"1868",1959,"South-Eastern Asia","90-94",10836,17423
"1869",1959,"South-Eastern Asia","95-99",1465.5,2877.5
"1870",1959,"Sub-Saharan Africa","0-4",19016958,18944673
"1871",1959,"Sub-Saharan Africa","10-14",12439424.5,12344072
"1872",1959,"Sub-Saharan Africa","100+",151.5,153.5
"1873",1959,"Sub-Saharan Africa","15-19",10631710,10644437.5
"1874",1959,"Sub-Saharan Africa","20-24",9149715,9323838.5
"1875",1959,"Sub-Saharan Africa","25-29",7950310,8164584
"1876",1959,"Sub-Saharan Africa","30-34",6888008.5,7015607.5
"1877",1959,"Sub-Saharan Africa","35-39",5907854.5,5960185.5
"1878",1959,"Sub-Saharan Africa","40-44",4993576,5019702
"1879",1959,"Sub-Saharan Africa","45-49",4112854,4178247
"1880",1959,"Sub-Saharan Africa","5-9",14427100,14503441
"1881",1959,"Sub-Saharan Africa","50-54",3325544,3457785
"1882",1959,"Sub-Saharan Africa","55-59",2599814.5,2815924
"1883",1959,"Sub-Saharan Africa","60-64",1949393,2224217
"1884",1959,"Sub-Saharan Africa","65-69",1374054.5,1624130
"1885",1959,"Sub-Saharan Africa","70-74",880624,1082154
"1886",1959,"Sub-Saharan Africa","75-79",484396,625219
"1887",1959,"Sub-Saharan Africa","80-84",207386,286241.5
"1888",1959,"Sub-Saharan Africa","85-89",62494.5,95933.5
"1889",1959,"Sub-Saharan Africa","90-94",12819.5,19929
"1890",1959,"Sub-Saharan Africa","95-99",1704.5,2333
"1891",1960,"Central and Southern Asia","0-4",52271059.5,49638693
"1892",1960,"Central and Southern Asia","10-14",33303437,31495165
"1893",1960,"Central and Southern Asia","100+",291.5,513.5
"1894",1960,"Central and Southern Asia","15-19",28530566,27001663.5
"1895",1960,"Central and Southern Asia","20-24",26535379.5,25230694
"1896",1960,"Central and Southern Asia","25-29",23828314,22317022
"1897",1960,"Central and Southern Asia","30-34",21505852.5,19515577.5
"1898",1960,"Central and Southern Asia","35-39",18568431,16747991.5
"1899",1960,"Central and Southern Asia","40-44",15926130,14347240
"1900",1960,"Central and Southern Asia","45-49",13623015.5,12464044
"1901",1960,"Central and Southern Asia","5-9",41973532,39442579
"1902",1960,"Central and Southern Asia","50-54",11565150.5,10619729.5
"1903",1960,"Central and Southern Asia","55-59",9105237.5,8327425
"1904",1960,"Central and Southern Asia","60-64",7037465.5,6691067.5
"1905",1960,"Central and Southern Asia","65-69",4573281.5,4292733.5
"1906",1960,"Central and Southern Asia","70-74",3165515,3178540
"1907",1960,"Central and Southern Asia","75-79",1478859,1475970
"1908",1960,"Central and Southern Asia","80-84",705297,718364.5
"1909",1960,"Central and Southern Asia","85-89",212800,231953.5
"1910",1960,"Central and Southern Asia","90-94",38838.5,48708
"1911",1960,"Central and Southern Asia","95-99",3958.5,6207
"1912",1960,"Eastern Asia","0-4",59244715.5,56470195
"1913",1960,"Eastern Asia","10-14",44866345.5,41849474
"1914",1960,"Eastern Asia","100+",139,676.5
"1915",1960,"Eastern Asia","15-19",35917072,32818346.5
"1916",1960,"Eastern Asia","20-24",34552847.5,31105898
"1917",1960,"Eastern Asia","25-29",32181667.5,29829821.5
"1918",1960,"Eastern Asia","30-34",27915548.5,26332274.5
"1919",1960,"Eastern Asia","35-39",24164462,23681555.5
"1920",1960,"Eastern Asia","40-44",20629226.5,20663239
"1921",1960,"Eastern Asia","45-49",18607177,18498324.5
"1922",1960,"Eastern Asia","5-9",57404283.5,54876143
"1923",1960,"Eastern Asia","50-54",15822917,16399164
"1924",1960,"Eastern Asia","55-59",13076780.5,13969525
"1925",1960,"Eastern Asia","60-64",9646842,10693591
"1926",1960,"Eastern Asia","65-69",6724476.5,8222731.5
"1927",1960,"Eastern Asia","70-74",4129473,5620733
"1928",1960,"Eastern Asia","75-79",2062037,3339414
"1929",1960,"Eastern Asia","80-84",754149.5,1433840
"1930",1960,"Eastern Asia","85-89",213813,459230.5
"1931",1960,"Eastern Asia","90-94",39086.5,99885
"1932",1960,"Eastern Asia","95-99",3367.5,11675
"1933",1960,"Europe","0-4",29226282.5,27973852
"1934",1960,"Europe","10-14",25948362.5,25059704
"1935",1960,"Europe","100+",1176,4275
"1936",1960,"Europe","15-19",21161705,20831130
"1937",1960,"Europe","20-24",24930290.5,24856375
"1938",1960,"Europe","25-29",22456343.5,22648139.5
"1939",1960,"Europe","30-34",23118634,24660686.5
"1940",1960,"Europe","35-39",18748696,22816411
"1941",1960,"Europe","40-44",13499268,16727034
"1942",1960,"Europe","45-49",16937372.5,21375018
"1943",1960,"Europe","5-9",28067019.5,26982444
"1944",1960,"Europe","50-54",16447549,20245426.5
"1945",1960,"Europe","55-59",14167152,18157092
"1946",1960,"Europe","60-64",10834882.5,15097609.5
"1947",1960,"Europe","65-69",7979542.5,12108231.5
"1948",1960,"Europe","70-74",5845741.5,9341498.5
"1949",1960,"Europe","75-79",3761628,6189321.5
"1950",1960,"Europe","80-84",1895187.5,3280475
"1951",1960,"Europe","85-89",648765,1269298.5
"1952",1960,"Europe","90-94",133885.5,318366
"1953",1960,"Europe","95-99",16259.5,49055.5
"1954",1960,"Latin America and the Caribbean","0-4",38028944,37223571
"1955",1960,"Latin America and the Caribbean","10-14",26000440,25599340
"1956",1960,"Latin America and the Caribbean","100+",888,1335
"1957",1960,"Latin America and the Caribbean","15-19",21579565,21085369
"1958",1960,"Latin America and the Caribbean","20-24",18295064,18056719
"1959",1960,"Latin America and the Caribbean","25-29",15759066,16258762
"1960",1960,"Latin America and the Caribbean","30-34",13980618,14497567
"1961",1960,"Latin America and the Caribbean","35-39",11931073,12085757
"1962",1960,"Latin America and the Caribbean","40-44",9914209,9895923
"1963",1960,"Latin America and the Caribbean","45-49",8681784,8676176
"1964",1960,"Latin America and the Caribbean","5-9",31314421,30833651
"1965",1960,"Latin America and the Caribbean","50-54",7228866,7128749
"1966",1960,"Latin America and the Caribbean","55-59",5801485,5734441
"1967",1960,"Latin America and the Caribbean","60-64",4327931,4415221
"1968",1960,"Latin America and the Caribbean","65-69",2993339,3163375
"1969",1960,"Latin America and the Caribbean","70-74",1978118,2207853
"1970",1960,"Latin America and the Caribbean","75-79",1037435,1252571
"1971",1960,"Latin America and the Caribbean","80-84",446278,601733
"1972",1960,"Latin America and the Caribbean","85-89",157382,226120
"1973",1960,"Latin America and the Caribbean","90-94",44166,67398
"1974",1960,"Latin America and the Caribbean","95-99",9354,13689
"1975",1960,"Northern Africa and Western Asia","0-4",11442090,11007845
"1976",1960,"Northern Africa and Western Asia","10-14",7386467,6973201.5
"1977",1960,"Northern Africa and Western Asia","100+",108,348.5
"1978",1960,"Northern Africa and Western Asia","15-19",5859131,5604969.5
"1979",1960,"Northern Africa and Western Asia","20-24",5428817,5313483.5
"1980",1960,"Northern Africa and Western Asia","25-29",4911733,4834193
"1981",1960,"Northern Africa and Western Asia","30-34",4309166.5,4301352.5
"1982",1960,"Northern Africa and Western Asia","35-39",3520524.5,3547843.5
"1983",1960,"Northern Africa and Western Asia","40-44",2872570.5,2911974.5
"1984",1960,"Northern Africa and Western Asia","45-49",2484023,2565030
"1985",1960,"Northern Africa and Western Asia","5-9",9179475.5,8789819
"1986",1960,"Northern Africa and Western Asia","50-54",2171615,2283392
"1987",1960,"Northern Africa and Western Asia","55-59",1780651,1934483.5
"1988",1960,"Northern Africa and Western Asia","60-64",1384558.5,1560951
"1989",1960,"Northern Africa and Western Asia","65-69",980797.5,1154250
"1990",1960,"Northern Africa and Western Asia","70-74",634861.5,799570.5
"1991",1960,"Northern Africa and Western Asia","75-79",356975.5,476003
"1992",1960,"Northern Africa and Western Asia","80-84",166185,248022.5
"1993",1960,"Northern Africa and Western Asia","85-89",54452.5,92301
"1994",1960,"Northern Africa and Western Asia","90-94",12885,26438
"1995",1960,"Northern Africa and Western Asia","95-99",1512.5,4371
"1996",1960,"Northern America","0-4",11594529.5,11336737
"1997",1960,"Northern America","10-14",9454808,9245918
"1998",1960,"Northern America","100+",1257.5,2809.5
"1999",1960,"Northern America","15-19",7356279,7372807
"2000",1960,"Northern America","20-24",6028172,6243765.5
"2001",1960,"Northern America","25-29",6064971.5,6206416.5
"2002",1960,"Northern America","30-34",6550573,6718392.5
"2003",1960,"Northern America","35-39",6742226,7064934.5
"2004",1960,"Northern America","40-44",6304847,6535643.5
"2005",1960,"Northern America","45-49",5848246,6003081
"2006",1960,"Northern America","5-9",10493329,10309180.5
"2007",1960,"Northern America","50-54",5198902.5,5376012.5
"2008",1960,"Northern America","55-59",4449405.5,4689407
"2009",1960,"Northern America","60-64",3714561,4062128
"2010",1960,"Northern America","65-69",3031025.5,3460689
"2011",1960,"Northern America","70-74",2256209.5,2681495
"2012",1960,"Northern America","75-79",1431823.5,1790855
"2013",1960,"Northern America","80-84",692507,955168.5
"2014",1960,"Northern America","85-89",287386,433373
"2015",1960,"Northern America","90-94",82366.5,138335
"2016",1960,"Northern America","95-99",14051.5,28023
"2017",1960,"Oceania","0-4",1006272.5,957310
"2018",1960,"Oceania","10-14",817437,769444
"2019",1960,"Oceania","100+",41,104
"2020",1960,"Oceania","15-19",649970,608816.5
"2021",1960,"Oceania","20-24",569985,531914.5
"2022",1960,"Oceania","25-29",551185,507320.5
"2023",1960,"Oceania","30-34",592599.5,539219
"2024",1960,"Oceania","35-39",572611.5,536913
"2025",1960,"Oceania","40-44",491464.5,471558.5
"2026",1960,"Oceania","45-49",467712,439743.5
"2027",1960,"Oceania","5-9",895132.5,855272
"2028",1960,"Oceania","50-54",394807.5,362163
"2029",1960,"Oceania","55-59",315795,300927.5
"2030",1960,"Oceania","60-64",246670,266010
"2031",1960,"Oceania","65-69",195819.5,232899
"2032",1960,"Oceania","70-74",150663.5,183679.5
"2033",1960,"Oceania","75-79",90916.5,120383
"2034",1960,"Oceania","80-84",44998,67116.5
"2035",1960,"Oceania","85-89",16680.5,26667.5
"2036",1960,"Oceania","90-94",4222,7938
"2037",1960,"Oceania","95-99",593.5,1327
"2038",1960,"South-Eastern Asia","0-4",19227994.5,18548399
"2039",1960,"South-Eastern Asia","10-14",11614966.5,11559290
"2040",1960,"South-Eastern Asia","100+",117,230
"2041",1960,"South-Eastern Asia","15-19",9985307,10130837
"2042",1960,"South-Eastern Asia","20-24",9314956,9477968.5
"2043",1960,"South-Eastern Asia","25-29",8302085,8468446
"2044",1960,"South-Eastern Asia","30-34",7126786.5,7139033
"2045",1960,"South-Eastern Asia","35-39",5961846.5,5892050
"2046",1960,"South-Eastern Asia","40-44",5054680.5,5017856
"2047",1960,"South-Eastern Asia","45-49",4446486,4408845
"2048",1960,"South-Eastern Asia","5-9",14904098.5,14504944.5
"2049",1960,"South-Eastern Asia","50-54",3653580.5,3706942.5
"2050",1960,"South-Eastern Asia","55-59",2917178,2982699.5
"2051",1960,"South-Eastern Asia","60-64",2077915.5,2231210.5
"2052",1960,"South-Eastern Asia","65-69",1358400,1559609.5
"2053",1960,"South-Eastern Asia","70-74",827154,1015086.5
"2054",1960,"South-Eastern Asia","75-79",426932,554153.5
"2055",1960,"South-Eastern Asia","80-84",181772,248865.5
"2056",1960,"South-Eastern Asia","85-89",57485,85250.5
"2057",1960,"South-Eastern Asia","90-94",11266.5,18288.5
"2058",1960,"South-Eastern Asia","95-99",1484,2863.5
"2059",1960,"Sub-Saharan Africa","0-4",19554135.5,19470083
"2060",1960,"Sub-Saharan Africa","10-14",12675590.5,12604831
"2061",1960,"Sub-Saharan Africa","100+",158,162.5
"2062",1960,"Sub-Saharan Africa","15-19",10915858,10908349.5
"2063",1960,"Sub-Saharan Africa","20-24",9333210,9508936.5
"2064",1960,"Sub-Saharan Africa","25-29",8095140.5,8329620
"2065",1960,"Sub-Saharan Africa","30-34",7020695.5,7176112
"2066",1960,"Sub-Saharan Africa","35-39",6022603,6089812
"2067",1960,"Sub-Saharan Africa","40-44",5099421,5134582
"2068",1960,"Sub-Saharan Africa","45-49",4202736.5,4271810
"2069",1960,"Sub-Saharan Africa","5-9",14843479,14928973
"2070",1960,"Sub-Saharan Africa","50-54",3400590,3533565.5
"2071",1960,"Sub-Saharan Africa","55-59",2663030,2874176.5
"2072",1960,"Sub-Saharan Africa","60-64",1995724,2272931
"2073",1960,"Sub-Saharan Africa","65-69",1405637.5,1662196
"2074",1960,"Sub-Saharan Africa","70-74",894995.5,1101834
"2075",1960,"Sub-Saharan Africa","75-79",491275,636718
"2076",1960,"Sub-Saharan Africa","80-84",210684.5,291389
"2077",1960,"Sub-Saharan Africa","85-89",63407.5,98172
"2078",1960,"Sub-Saharan Africa","90-94",13021,20721
"2079",1960,"Sub-Saharan Africa","95-99",1769,2487
"2080",1961,"Central and Southern Asia","0-4",53573290,50859193
"2081",1961,"Central and Southern Asia","10-14",34844968.5,32822009.5
"2082",1961,"Central and Southern Asia","100+",278,494
"2083",1961,"Central and Southern Asia","15-19",29079314.5,27503400
"2084",1961,"Central and Southern Asia","20-24",26844134.5,25480923
"2085",1961,"Central and Southern Asia","25-29",24245334,22778056.5
