"","Year","Region","age_bracket","Male","Female"
"2086",1961,"Central and Southern Asia","30-34",21898617.5,19936289
"2087",1961,"Central and Southern Asia","35-39",19021500,17138391.5
"2088",1961,"Central and Southern Asia","40-44",16278256.5,14641623
"2089",1961,"Central and Southern Asia","45-49",13882102,12675710.5
"2090",1961,"Central and Southern Asia","5-9",43382720,40752476
"2091",1961,"Central and Southern Asia","50-54",11811584,10869105
"2092",1961,"Central and Southern Asia","55-59",9348770.5,8559022
"2093",1961,"Central and Southern Asia","60-64",7242359.5,6872033.5
"2094",1961,"Central and Southern Asia","65-69",4746070,4466042
"2095",1961,"Central and Southern Asia","70-74",3222512.5,3219343.5
"2096",1961,"Central and Southern Asia","75-79",1565333.5,1577113.5
"2097",1961,"Central and Southern Asia","80-84",697866,710523
"2098",1961,"Central and Southern Asia","85-89",219968.5,237508
"2099",1961,"Central and Southern Asia","90-94",39903,49241
"2100",1961,"Central and Southern Asia","95-99",4073.5,6194
"2101",1961,"Eastern Asia","0-4",54989777,52347225.5
"2102",1961,"Eastern Asia","10-14",47189379,44384666
"2103",1961,"Eastern Asia","100+",113,596
"2104",1961,"Eastern Asia","15-19",36308012.5,33348694.5
"2105",1961,"Eastern Asia","20-24",34636339.5,31144741.5
"2106",1961,"Eastern Asia","25-29",32746559.5,30307904.5
"2107",1961,"Eastern Asia","30-34",28481810.5,26751476.5
"2108",1961,"Eastern Asia","35-39",24658091.5,23997746
"2109",1961,"Eastern Asia","40-44",20841828,20918917
"2110",1961,"Eastern Asia","45-49",18798908,18782226.5
"2111",1961,"Eastern Asia","5-9",58322760,55700677
"2112",1961,"Eastern Asia","50-54",15833437.5,16423528
"2113",1961,"Eastern Asia","55-59",13137341.5,14148593.5
"2114",1961,"Eastern Asia","60-64",9690605.5,10840032
"2115",1961,"Eastern Asia","65-69",6727736.5,8278288
"2116",1961,"Eastern Asia","70-74",4037423,5546207.5
"2117",1961,"Eastern Asia","75-79",2004512.5,3265188
"2118",1961,"Eastern Asia","80-84",741960,1439079
"2119",1961,"Eastern Asia","85-89",198212.5,438769
"2120",1961,"Eastern Asia","90-94",34857,89948
"2121",1961,"Eastern Asia","95-99",2997,10343
"2122",1961,"Europe","0-4",29290891.5,28027298.5
"2123",1961,"Europe","10-14",26945419,25979216
"2124",1961,"Europe","100+",1216,4420
"2125",1961,"Europe","15-19",20801994.5,20382213
"2126",1961,"Europe","20-24",24912841,24796676
"2127",1961,"Europe","25-29",22406404.5,22535360.5
"2128",1961,"Europe","30-34",23538279.5,24507923
"2129",1961,"Europe","35-39",19445987,23397821
"2130",1961,"Europe","40-44",14298812,17601019
"2131",1961,"Europe","45-49",16100710.5,20386197.5
"2132",1961,"Europe","5-9",28237804,27141790
"2133",1961,"Europe","50-54",16606664.5,20625290.5
"2134",1961,"Europe","55-59",14473699.5,18366638
"2135",1961,"Europe","60-64",11258602.5,15599851.5
"2136",1961,"Europe","65-69",8192135,12464702
"2137",1961,"Europe","70-74",5909954,9529138
"2138",1961,"Europe","75-79",3831574.5,6395891.5
"2139",1961,"Europe","80-84",1933146.5,3388208
"2140",1961,"Europe","85-89",677599,1331060.5
"2141",1961,"Europe","90-94",139214,330838.5
"2142",1961,"Europe","95-99",16869,50487.5
"2143",1961,"Latin America and the Caribbean","0-4",39035892,38199032
"2144",1961,"Latin America and the Caribbean","10-14",26993775,26608936
"2145",1961,"Latin America and the Caribbean","100+",876,1308
"2146",1961,"Latin America and the Caribbean","15-19",22204598,21742063
"2147",1961,"Latin America and the Caribbean","20-24",18784715,18453036
"2148",1961,"Latin America and the Caribbean","25-29",16059816,16460475
"2149",1961,"Latin America and the Caribbean","30-34",14244664,14814205
"2150",1961,"Latin America and the Caribbean","35-39",12268131,12499895
"2151",1961,"Latin America and the Caribbean","40-44",10148460,10161241
"2152",1961,"Latin America and the Caribbean","45-49",8818569,8841015
"2153",1961,"Latin America and the Caribbean","5-9",32296016,31785064
"2154",1961,"Latin America and the Caribbean","50-54",7416651,7367630
"2155",1961,"Latin America and the Caribbean","55-59",5955455,5903483
"2156",1961,"Latin America and the Caribbean","60-64",4483930,4580992
"2157",1961,"Latin America and the Caribbean","65-69",3091126,3274641
"2158",1961,"Latin America and the Caribbean","70-74",2032998,2273365
"2159",1961,"Latin America and the Caribbean","75-79",1085967,1310623
"2160",1961,"Latin America and the Caribbean","80-84",456527,616861
"2161",1961,"Latin America and the Caribbean","85-89",155950,227490
"2162",1961,"Latin America and the Caribbean","90-94",41687,64785
"2163",1961,"Latin America and the Caribbean","95-99",8494,12880
"2164",1961,"Northern Africa and Western Asia","0-4",11754282.5,11300223.5
"2165",1961,"Northern Africa and Western Asia","10-14",7709363.5,7288993
"2166",1961,"Northern Africa and Western Asia","100+",86.5,301.5
"2167",1961,"Northern Africa and Western Asia","15-19",6034547.5,5765420
"2168",1961,"Northern Africa and Western Asia","20-24",5454683.5,5348343
"2169",1961,"Northern Africa and Western Asia","25-29",4990419,4922021
"2170",1961,"Northern Africa and Western Asia","30-34",4412973.5,4398538.5
"2171",1961,"Northern Africa and Western Asia","35-39",3649195.5,3672125.5
"2172",1961,"Northern Africa and Western Asia","40-44",2950707.5,2987705
"2173",1961,"Northern Africa and Western Asia","45-49",2513289.5,2589888
"2174",1961,"Northern Africa and Western Asia","5-9",9478588,9067503
"2175",1961,"Northern Africa and Western Asia","50-54",2207794,2319834.5
"2176",1961,"Northern Africa and Western Asia","55-59",1821995,1974596.5
"2177",1961,"Northern Africa and Western Asia","60-64",1422146,1604585.5
"2178",1961,"Northern Africa and Western Asia","65-69",1012018.5,1192172.5
"2179",1961,"Northern Africa and Western Asia","70-74",654120,824891.5
"2180",1961,"Northern Africa and Western Asia","75-79",366061.5,491991
"2181",1961,"Northern Africa and Western Asia","80-84",169074,254136.5
"2182",1961,"Northern Africa and Western Asia","85-89",56249,96871.5
"2183",1961,"Northern Africa and Western Asia","90-94",12997.5,27052.5
"2184",1961,"Northern Africa and Western Asia","95-99",1454,4411.5
"2185",1961,"Northern America","0-4",11742421,11411448
"2186",1961,"Northern America","10-14",9770579,9560766
"2187",1961,"Northern America","100+",1348.5,3026
"2188",1961,"Northern America","15-19",7759242.5,7721200.5
"2189",1961,"Northern America","20-24",6120350.5,6400097.5
"2190",1961,"Northern America","25-29",6034886,6188837.5
"2191",1961,"Northern America","30-34",6501601,6633059
"2192",1961,"Northern America","35-39",6725988.5,7069500
"2193",1961,"Northern America","40-44",6415030.5,6667113
"2194",1961,"Northern America","45-49",5901101,6102021.5
"2195",1961,"Northern America","5-9",10759882,10603686.5
"2196",1961,"Northern America","50-54",5287021,5475618.5
"2197",1961,"Northern America","55-59",4504869.5,4756788
"2198",1961,"Northern America","60-64",3777306,4158181
"2199",1961,"Northern America","65-69",3082080,3546004.5
"2200",1961,"Northern America","70-74",2278304.5,2744391
"2201",1961,"Northern America","75-79",1485236,1870692
"2202",1961,"Northern America","80-84",722032,1006101
"2203",1961,"Northern America","85-89",298785,460615
"2204",1961,"Northern America","90-94",91261,149985
"2205",1961,"Northern America","95-99",15197.5,30425.5
"2206",1961,"Oceania","0-4",1030405,980579
"2207",1961,"Oceania","10-14",840033,792853
"2208",1961,"Oceania","100+",43.5,114
"2209",1961,"Oceania","15-19",683413.5,639219
"2210",1961,"Oceania","20-24",588176.5,547798.5
"2211",1961,"Oceania","25-29",551280.5,509767.5
"2212",1961,"Oceania","30-34",590023,537645
"2213",1961,"Oceania","35-39",580902,542383
"2214",1961,"Oceania","40-44",504460,483188.5
"2215",1961,"Oceania","45-49",473724.5,449616.5
"2216",1961,"Oceania","5-9",916139,872843
"2217",1961,"Oceania","50-54",405998.5,374766.5
"2218",1961,"Oceania","55-59",325024.5,306823
"2219",1961,"Oceania","60-64",253590.5,269884
"2220",1961,"Oceania","65-69",195288.5,234902.5
"2221",1961,"Oceania","70-74",152582,188454.5
"2222",1961,"Oceania","75-79",93399,124511
"2223",1961,"Oceania","80-84",46638.5,70446
"2224",1961,"Oceania","85-89",17094.5,27985
"2225",1961,"Oceania","90-94",4309,8199
"2226",1961,"Oceania","95-99",608,1405.5
"2227",1961,"South-Eastern Asia","0-4",19803378,19090865
"2228",1961,"South-Eastern Asia","10-14",12136761,12000914.5
"2229",1961,"South-Eastern Asia","100+",136.5,254.5
"2230",1961,"South-Eastern Asia","15-19",10130618.5,10268055.5
"2231",1961,"South-Eastern Asia","20-24",9399387,9571277.5
"2232",1961,"South-Eastern Asia","25-29",8467030.5,8650718
"2233",1961,"South-Eastern Asia","30-34",7305911,7356898.5
"2234",1961,"South-Eastern Asia","35-39",6131318,6072550.5
"2235",1961,"South-Eastern Asia","40-44",5148306.5,5115854.5
"2236",1961,"South-Eastern Asia","45-49",4510796,4485113.5
"2237",1961,"South-Eastern Asia","5-9",15534150,15108416
"2238",1961,"South-Eastern Asia","50-54",3753866,3804830
"2239",1961,"South-Eastern Asia","55-59",2994600,3077128
"2240",1961,"South-Eastern Asia","60-64",2167591,2313100
"2241",1961,"South-Eastern Asia","65-69",1417892,1623159.5
"2242",1961,"South-Eastern Asia","70-74",857502.5,1051041
"2243",1961,"South-Eastern Asia","75-79",444293,578781.5
"2244",1961,"South-Eastern Asia","80-84",185523.5,256696.5
"2245",1961,"South-Eastern Asia","85-89",58935.5,88409.5
"2246",1961,"South-Eastern Asia","90-94",11771,19370.5
"2247",1961,"South-Eastern Asia","95-99",1494,2822.5
"2248",1961,"Sub-Saharan Africa","0-4",20122176,20023816
"2249",1961,"Sub-Saharan Africa","10-14",12911127,12880354.5
"2250",1961,"Sub-Saharan Africa","100+",172,180
"2251",1961,"Sub-Saharan Africa","15-19",11214879,11192467
"2252",1961,"Sub-Saharan Africa","20-24",9529481.5,9710168
"2253",1961,"Sub-Saharan Africa","25-29",8246546.5,8502120.5
"2254",1961,"Sub-Saharan Africa","30-34",7154202.5,7338270
"2255",1961,"Sub-Saharan Africa","35-39",6138484.5,6223384
"2256",1961,"Sub-Saharan Africa","40-44",5201903.5,5249892.5
"2257",1961,"Sub-Saharan Africa","45-49",4294222.5,4370099
"2258",1961,"Sub-Saharan Africa","5-9",15284169,15359210.5
"2259",1961,"Sub-Saharan Africa","50-54",3474452,3612085.5
"2260",1961,"Sub-Saharan Africa","55-59",2727290.5,2936929
"2261",1961,"Sub-Saharan Africa","60-64",2044973.5,2323001.5
"2262",1961,"Sub-Saharan Africa","65-69",1439523,1703762.5
"2263",1961,"Sub-Saharan Africa","70-74",912113,1124723
"2264",1961,"Sub-Saharan Africa","75-79",499634.5,649471.5
"2265",1961,"Sub-Saharan Africa","80-84",214922.5,297959.5
"2266",1961,"Sub-Saharan Africa","85-89",64778,100705.5
"2267",1961,"Sub-Saharan Africa","90-94",13358,21703
"2268",1961,"Sub-Saharan Africa","95-99",1856,2665.5
"2269",1962,"Central and Southern Asia","0-4",54877755,52089683.5
"2270",1962,"Central and Southern Asia","10-14",36505510.5,34246586.5
"2271",1962,"Central and Southern Asia","100+",268.5,476
"2272",1962,"Central and Southern Asia","15-19",29716947.5,28118757.5
"2273",1962,"Central and Southern Asia","20-24",27088638.5,25649082
"2274",1962,"Central and Southern Asia","25-29",24709530,23279587
"2275",1962,"Central and Southern Asia","30-34",22238590,20345810
"2276",1962,"Central and Southern Asia","35-39",19493702.5,17538877.5
"2277",1962,"Central and Southern Asia","40-44",16637641,14957723
"2278",1962,"Central and Southern Asia","45-49",14159564.5,12891041
"2279",1962,"Central and Southern Asia","5-9",44767691,42037045.5
"2280",1962,"Central and Southern Asia","50-54",12026878,11084874.5
"2281",1962,"Central and Southern Asia","55-59",9628513,8846196
"2282",1962,"Central and Southern Asia","60-64",7399780,6979869
"2283",1962,"Central and Southern Asia","65-69",4982944.5,4732743
"2284",1962,"Central and Southern Asia","70-74",3233241,3194695.5
"2285",1962,"Central and Southern Asia","75-79",1683489,1716574.5
"2286",1962,"Central and Southern Asia","80-84",684786,695996.5
"2287",1962,"Central and Southern Asia","85-89",228806.5,244804
"2288",1962,"Central and Southern Asia","90-94",40921.5,49779.5
"2289",1962,"Central and Southern Asia","95-99",4212.5,6200.5
"2290",1962,"Eastern Asia","0-4",53678298.5,51060073
"2291",1962,"Eastern Asia","10-14",49516328.5,46977351
"2292",1962,"Eastern Asia","100+",93.5,535.5
"2293",1962,"Eastern Asia","15-19",37477560,34512223.5
"2294",1962,"Eastern Asia","20-24",34691084.5,31319799.5
"2295",1962,"Eastern Asia","25-29",33296963.5,30644390
"2296",1962,"Eastern Asia","30-34",29117042.5,27250042.5
"2297",1962,"Eastern Asia","35-39",25214450,24326727
"2298",1962,"Eastern Asia","40-44",21173240.5,21230293.5
"2299",1962,"Eastern Asia","45-49",19014365,19107466
"2300",1962,"Eastern Asia","5-9",59011588,56278483.5
"2301",1962,"Eastern Asia","50-54",15939540,16500234
"2302",1962,"Eastern Asia","55-59",13233208,14325330
"2303",1962,"Eastern Asia","60-64",9866436.5,11132418.5
"2304",1962,"Eastern Asia","65-69",6784783,8366030
"2305",1962,"Eastern Asia","70-74",4027382,5573032
"2306",1962,"Eastern Asia","75-79",2006989.5,3262120
"2307",1962,"Eastern Asia","80-84",751095.5,1479186.5
"2308",1962,"Eastern Asia","85-89",189654.5,430979
"2309",1962,"Eastern Asia","90-94",32548.5,85552.5
"2310",1962,"Eastern Asia","95-99",2763,9542
"2311",1962,"Europe","0-4",29296085,28016544.5
"2312",1962,"Europe","10-14",27375616,26352549.5
"2313",1962,"Europe","100+",1212.5,4463.5
"2314",1962,"Europe","15-19",21469537,20941248.5
"2315",1962,"Europe","20-24",24256857,24090825
"2316",1962,"Europe","25-29",22800543.5,22863533.5
"2317",1962,"Europe","30-34",23554728.5,24174461
"2318",1962,"Europe","35-39",20322836.5,23871863.5
"2319",1962,"Europe","40-44",15438089.5,18991177.5
"2320",1962,"Europe","45-49",14988708,18977452
"2321",1962,"Europe","5-9",28418357.5,27307261
"2322",1962,"Europe","50-54",16702058,20934087.5
"2323",1962,"Europe","55-59",14790222,18704180.5
"2324",1962,"Europe","60-64",11662725.5,16034627
"2325",1962,"Europe","65-69",8414810.5,12789136
"2326",1962,"Europe","70-74",5983812,9728682.5
"2327",1962,"Europe","75-79",3886968.5,6571164.5
"2328",1962,"Europe","80-84",1967157.5,3493423
"2329",1962,"Europe","85-89",699686,1382625
"2330",1962,"Europe","90-94",144580.5,343139
"2331",1962,"Europe","95-99",17276.5,51450.5
"2332",1962,"Latin America and the Caribbean","0-4",40041854,39170793
"2333",1962,"Latin America and the Caribbean","10-14",28004327,27607866
"2334",1962,"Latin America and the Caribbean","100+",834,1262
"2335",1962,"Latin America and the Caribbean","15-19",22887541,22471714
"2336",1962,"Latin America and the Caribbean","20-24",19295502,18911654
"2337",1962,"Latin America and the Caribbean","25-29",16404367,16667753
"2338",1962,"Latin America and the Caribbean","30-34",14498400,15095408
"2339",1962,"Latin America and the Caribbean","35-39",12599679,12911138
"2340",1962,"Latin America and the Caribbean","40-44",10429968,10482938
"2341",1962,"Latin America and the Caribbean","45-49",8942079,8983041
"2342",1962,"Latin America and the Caribbean","5-9",33289662,32747356
"2343",1962,"Latin America and the Caribbean","50-54",7606564,7611733
"2344",1962,"Latin America and the Caribbean","55-59",6107251,6078650
"2345",1962,"Latin America and the Caribbean","60-64",4638743,4742784
"2346",1962,"Latin America and the Caribbean","65-69",3203692,3403147
"2347",1962,"Latin America and the Caribbean","70-74",2085435,2335300
"2348",1962,"Latin America and the Caribbean","75-79",1139207,1375978
"2349",1962,"Latin America and the Caribbean","80-84",470681,636119
"2350",1962,"Latin America and the Caribbean","85-89",156789,232201
"2351",1962,"Latin America and the Caribbean","90-94",40164,63383
"2352",1962,"Latin America and the Caribbean","95-99",7742,12253
"2353",1962,"Northern Africa and Western Asia","0-4",12141363,11653977.5
"2354",1962,"Northern Africa and Western Asia","10-14",8008579,7579535.5
"2355",1962,"Northern Africa and Western Asia","100+",84.5,316.5
"2356",1962,"Northern Africa and Western Asia","15-19",6265125.5,5984513
"2357",1962,"Northern Africa and Western Asia","20-24",5467746.5,5368246.5
"2358",1962,"Northern Africa and Western Asia","25-29",5070168,5018798.5
"2359",1962,"Northern Africa and Western Asia","30-34",4506477,4484096.5
"2360",1962,"Northern Africa and Western Asia","35-39",3783806,3800259
"2361",1962,"Northern Africa and Western Asia","40-44",3037746.5,3072367
"2362",1962,"Northern Africa and Western Asia","45-49",2547205,2614894.5
"2363",1962,"Northern Africa and Western Asia","5-9",9749946.5,9311484
"2364",1962,"Northern Africa and Western Asia","50-54",2238997.5,2349286
"2365",1962,"Northern Africa and Western Asia","55-59",1864956,2013770
"2366",1962,"Northern Africa and Western Asia","60-64",1459371,1644943
"2367",1962,"Northern Africa and Western Asia","65-69",1045138,1233256
"2368",1962,"Northern Africa and Western Asia","70-74",674865,851689.5
"2369",1962,"Northern Africa and Western Asia","75-79",377475,512173
"2370",1962,"Northern Africa and Western Asia","80-84",172219,260135
"2371",1962,"Northern Africa and Western Asia","85-89",57709,101864.5
"2372",1962,"Northern Africa and Western Asia","90-94",12864,27622
"2373",1962,"Northern Africa and Western Asia","95-99",1591.5,4639
"2374",1962,"Northern America","0-4",11812526.5,11431851
"2375",1962,"Northern America","10-14",9927078,9727189
"2376",1962,"Northern America","100+",1487.5,3410
"2377",1962,"Northern America","15-19",8243419,8184339
"2378",1962,"Northern America","20-24",6350931.5,6676980.5
"2379",1962,"Northern America","25-29",6058761,6200915.5
"2380",1962,"Northern America","30-34",6422303.5,6549039
"2381",1962,"Northern America","35-39",6703554,7032912
"2382",1962,"Northern America","40-44",6521428.5,6818184.5
"2383",1962,"Northern America","45-49",5957234,6184549
"2384",1962,"Northern America","5-9",11014796.5,10865515
"2385",1962,"Northern America","50-54",5375237,5576131.5
"2386",1962,"Northern America","55-59",4603482.5,4880457.5
"2387",1962,"Northern America","60-64",3822698.5,4232035.5
