"","Region","Year","0-4","5-9","10-14","15-19","20-24","25-29","30-34","35-39","40-44","45-49","50-54","55-59","60-64","65-69","70-74","75-79","80-84","85-89","90-94","95-99","100+","Gender"
"267","Latin America and the Caribbean","1994","28940.302","28052.902","26714.7605","24482.588","21920.1495","19661.2135","17642.5905","15015.4065","12497.3135","10031.1305","8139.588","6636.0015","5379.4795","4177.796","2878.104","1759.8315","941.785","385.6245","116.5935","24.664","3.459","Male"
"268","Latin America and the Caribbean","1995","28957.121","28206.4285","26980.721","24824.542","22256.858","19899.3915","18029.74","15464.638","12901.7795","10426.93","8386.438","6826.667","5496.3555","4293.482","2990.6135","1821.8135","976.26","403.6925","122.952","27.042","3.339","Male"
"269","Latin America and the Caribbean","1996","28948.9995","28343.0425","27223.0135","25169.0495","22583.8585","20157.4435","18364.2795","15917.387","13319.031","10837.125","8647.107","7023.8145","5625.346","4405.359","3105.109","1892.522","1011.331","423.1255","130.1195","30.0365","3.503","Male"
"270","Latin America and the Caribbean","1997","28930.4295","28443.071","27436.3775","25517.14","22906.5245","20442.7285","18644.8225","16369.911","13746.2195","11255.428","8930.79","7227.2525","5768.0695","4516.004","3220.5515","1972.336","1047.6795","444.1515","138.052","33.401","4.052","Male"
"271","Latin America and the Caribbean","1998","28909.446","28517.0105","27624.5815","25867.6655","23237.8735","20752.5815","18879.002","16817.8515","14183.974","11672.515","9247.5675","7440.829","5923.557","4624.6845","3333.7505","2058.6405","1085.9505","465.8445","146.897","36.719","5.1775","Male"
"272","Latin America and the Caribbean","1999","28862.4415","28569.9035","27802.6095","26201.5505","23585.3135","21064.1695","19081.4965","17240.158","14632.3865","12077.1205","9603.285","7665.9925","6093.992","4733.6715","3442.489","2149.6955","1129.05","487.861","157.07","40.208","6.662","Male"
"273","Latin America and the Caribbean","2000","28787.4935","28592.7885","27950.2375","26478.245","23937.4105","21373.9315","19286.875","17612.715","15081.801","12475.665","9986.484","7905.4665","6276.404","4849.2855","3548.525","2244.5455","1178.9575","510.4525","167.18","42.9275","7.764","Male"
"274","Latin America and the Caribbean","2001","28689.335","28582.292","28056.2545","26698.827","24286.416","21693.4585","19526.4325","17928.6735","15520.5115","12884.8785","10381.5475","8157.5685","6465.0765","4977.426","3654.9445","2342.179","1236.1195","535.0545","176.7805","44.279","8.2395","Male"
"275","Latin America and the Caribbean","2002","28553.148","28557.25","28129.8735","26880.126","24629.7495","22018.3985","19801.5525","18189.33","15950.583","13300.637","10785.0815","8430.481","6660.6255","5118.2425","3762.7335","2441.921","1300.469","562.2995","187.0625","45.6745","8.312","Male"
"276","Latin America and the Caribbean","2003","28363.0275","28531.8215","28180.686","27026.148","24951.039","22348.068","20107.5185","18404.3825","16373.223","13720.6595","11189.5445","8734.198","6866.8935","5270.6265","3871.498","2541.8115","1369.3245","590.9655","197.449","47.339","8.1845","Male"
"277","Latin America and the Caribbean","2004","28140.1405","28488.9995","28214.208","27163.434","25241.3955","22687.3925","20423.8095","18597.2665","16771.6955","14146.874","11583.0005","9075.3955","7084.646","5437.208","3982.2145","2640.3235","1441.106","622.092","208.002","49.2455","8.056","Male"
"278","Latin America and the Caribbean","2005","27916.296","28419.4825","28229.903","27300.3415","25502.2285","23034.698","20733.504","18799.43","17127.585","14577.6445","11971.8265","9445.0895","7315.2195","5614.693","4099.3365","2737.9085","1515.228","656.584","219.418","51.569","8.0505","Male"
"279","Latin America and the Caribbean","2006","27700.6565","28324.4645","28227.4085","27425.846","25738.798","23382.2245","21042.059","19032.441","17433.5065","15004.8025","12372.157","9827.956","7558.122","5796.3685","4227.4785","2835.703","1591.2915","694.069","231.8195","54.205","8.1495","Male"
"280","Latin America and the Caribbean","2007","27508.0845","28196.917","28221.704","27537.473","25953.8195","23734.8025","21359.6465","19300.8885","17689.87","15428.7105","12777.9785","10218.4065","7819.7365","5982.674","4363.226","2933.3555","1665.885","731.687","243.5325","56.679","8.295","Male"
"281","Latin America and the Caribbean","2008","27355.2505","28021.399","28219.65","27634.6675","26149.8525","24079.4755","21685.269","19598.34","17903.9555","15846.2405","13186.65","10609.9295","8108.377","6176.522","4504.128","3029.3065","1736.616","768.081","254.034","58.8875","8.5185","Male"
"282","Latin America and the Caribbean","2009","27234.5195","27817.628","28198.281","27707.7425","26336.932","24397.559","22021.846","19903.7815","18096.3925","16238.452","13603.1225","10992.6555","8431.1595","6378.755","4655.0295","3124.6175","1805.4215","805.5975","265.1835","61.341","8.784","Male"
"283","Latin America and the Caribbean","2010","27119.9565","27612.1205","28149.49","27759.477","26516.8015","24688.448","22367.521","20201.5005","18296.959","16588.719","14025.1105","11370.6725","8780.128","6590.319","4812.8105","3222.373","1872.5725","843.712","276.956","63.911","9.099","Male"
"284","Latin America and the Caribbean","2011","27028.4715","27413.5695","28076.3565","27790.376","26679.278","24957.668","22716.654","20501.1665","18528.6405","16894.308","14444.6045","11759.741","9143.3685","6813.63","4972.2715","3327.567","1939.156","882.462","289.3555","66.469","9.512","Male"
"285","Latin America and the Caribbean","2012","26961.3785","27237.855","27971.4455","27809.116","26809.4195","25191.538","23069.2605","20811.576","18796.427","17153.8615","14861.927","12153.9305","9515.628","7057.023","5138.8835","3440.2","2008.8235","922.735","303.155","69.023","9.943","Male"
"286","Latin America and the Caribbean","2013","26890.902","27100.9045","27815.4505","27827.131","26914.7515","25396.9755","23414.732","21131.412","19092.6745","17371.6785","15272.9255","12549.443","9889.2035","7325.687","5315.044","3559.44","2081.419","964.315","318.5915","71.6965","10.3965","Male"
"287","Latin America and the Caribbean","2014","26814.8145","26995.828","27629.3975","27826.969","26998.753","25594.716","23738.1005","21466.055","19396.6855","17569.4345","15659.3455","12951.529","10253.4785","7624.8325","5497.6135","3687.844","2154.565","1006.3785","335.509","74.701","10.8485","Male"
"288","Latin America and the Caribbean","2015","26719.8455","26902.057","27444.2985","27798.3145","27057.6245","25779.31","24034.8435","21811.8525","19694.4215","17775.5495","16006.401","13359.531","10612.0235","7945.881","5687.8045","3821.337","2229.023","1047.3655","352.6825","77.9505","11.265","Male"
"289","Latin America and the Caribbean","2016","26556.5685","26835.816","27271.8485","27753.398","27103.005","25947.151","24311.767","22162.111","19995.822","18011.664","16310.755","13764.6175","10977.4875","8274.9835","5884.0155","3952.0845","2305.456","1086.022","368.964","81.285","11.667","Male"
"290","Latin America and the Caribbean","2017","26333.0545","26785.8555","27118.336","27674.167","27136.4655","26081.45","24550.8735","22514.524","20305.565","18280.985","16569.423","14169.05","11347.9095","8611.576","6094.2375","4085.47","2384.7365","1125.326","385.185","84.918","12.09","Male"
"291","Latin America and the Caribbean","2018","26094.6","26722.105","26994.115","27535.3005","27164.888","26185.8035","24756.598","22858.0325","20620.919","18575.4615","16787.0045","14571.126","11724.2935","8954.6215","6329.7325","4228.4605","2468.9855","1166.5955","401.9145","89.2085","12.605","Male"
"292","Latin America and the Caribbean","2019","25802.045","26650.9385","26896.46","27362.047","27174.5445","26265.689","24950.8705","23179.098","20950.468","18876.264","16984.0575","14949.308","12108.4525","9291.151","6594.685","4377.9225","2558.717","1206.624","418.0615","93.8135","13.2355","Male"
"293","Latin America and the Caribbean","2020","25416.239","26563.6115","26808.9855","27191.3675","27167.245","26333.5645","25139.087","23477.501","21290.1335","19162.0385","17172.0455","15264.36","12467.064","9586.143","6843.327","4507.1895","2633.0535","1234.365","427.849","96.5405","13.5265","Male"
"294","Latin America and the Caribbean","2021","25011.1575","26406.119","26745.3175","27032.006","27148.494","26393.987","25310.2","23747.875","21620.348","19428.0665","17359.656","15498.665","12779.9975","9840.395","7050.5625","4604.1105","2680.8335","1243.819","425.299","94.795","12.8765","Male"
"295","Latin America and the Caribbean","2022","24628.7005","26189.2135","26698.3495","26890.637","27100.5055","26453.261","25456.298","23988.043","21961.354","19714.194","17596.279","15710.701","13119.444","10131.4995","7295.514","4732.614","2745.0465","1260.3045","421.7775","91.511","11.733","Male"
"296","Latin America and the Caribbean","2023","24239.275","25962.1525","26644.6685","26785.903","27006.4345","26526.053","25591.9435","24215.164","22317.5705","20037.0715","17893.289","15928.3305","13503.6955","10481.0765","7598.647","4921.831","2845.0925","1302.429","431.9855","92.8315","11.525","Male"
"297","Eastern Asia","1950","49946.124","37751.8715","36244.621","34003.792","29720.5565","26011.3265","22670.2165","21150.3995","18967.493","16897.751","13948.2125","11851.8585","9416.416","6608.879","3796.669","2179.26","967.1665","302.9715","55.113","4.8795","0.1785","Male"
"298","Eastern Asia","1951","52459.9365","38227.0805","36357.0885","34586.2545","30236.331","26463.492","22857.978","21373.87","19001.8055","17043.272","14044.4825","11946.6645","9330.182","6543.725","3839.866","2125.1945","932.4295","293.355","54.936","5.0005","0.2","Male"
"299","Eastern Asia","1952","54952.5015","39482.946","36430.069","35152.4095","30841.087","26985.091","23152.3205","21580.9485","19084.7475","17139.714","14246.081","11998.532","9290.833","6530.9575","3924.9555","2062.7515","911.468","285.6205","54.7395","5.1325","0.226","Male"
"300","Eastern Asia","1953","57461.6475","41318.494","36443.3525","35414.5915","31558.526","27663.166","23639.3195","21612.165","19329.7605","17221.389","14524.7725","12002.6815","9309.787","6570.6225","4023.0655","2001.692","898.6845","279.668","54.0295","5.1115","0.2445","Male"
"301","Eastern Asia","1954","59628.0065","43504.8175","36571.631","35400.5845","32358.755","28215.2325","24328.9635","21556.1845","19670.0305","17374.7385","14878.4295","11968.548","9360.789","6649.945","4091.0765","1965.875","883.7585","274.208","52.931","5.0195","0.25","Male"
"302","Eastern Asia","1955","61610.289","46201.3585","36718.434","35447.0935","33057.335","28732.499","25032.596","21687.741","19999.8975","17557.057","15172.948","11998.7405","9474.9895","6688.4015","4102.0825","1973.1675","866.642","267.4805","51.7635","4.964","0.2475","Male"
"303","Eastern Asia","1956","62942.4045","48777.835","37212.177","35628.6835","33717.318","29382.8295","25611.2075","21981.831","20301.3105","17674.1345","15372.064","12159.583","9610.722","6674.8845","4094.6815","2013.1785","848.815","258.332","49.9405","4.7915","0.234","Male"
"304","Eastern Asia","1957","64014.1985","51286.9545","38453.1505","35732.581","34331.4005","30060.4265","26207.9215","22347.139","20555.7645","17810.395","15511.021","12385.08","9702.641","6683.2615","4115.658","2063.2085","825.8365","249.5475","47.761","4.4925","0.2115","Male"
"305","Eastern Asia","1958","64701.621","53752.033","40274.227","35760.024","34622.0395","30804.159","26921.8055","22869.401","20621.112","18076.953","15622.661","12656.8045","9748.8355","6722.248","4164.261","2112.2535","804.024","242.9295","46.0115","4.1595","0.187","Male"
"306","Eastern Asia","1959","63220.759","55794.1075","42387.752","35860.415","34589.971","31574.998","27468.162","23541.582","20565.455","18384.493","15749.996","12936.164","9712.1325","6738.6255","4194.596","2120.56","780.57","231.747","43.5135","3.785","0.164","Male"
"307","Eastern Asia","1960","59244.7155","57404.2835","44866.3455","35917.072","34552.8475","32181.6675","27915.5485","24164.462","20629.2265","18607.177","15822.917","13076.7805","9646.842","6724.4765","4129.473","2062.037","754.1495","213.813","39.0865","3.3675","0.139","Male"
"308","Eastern Asia","1961","54989.777","58322.76","47189.379","36308.0125","34636.3395","32746.5595","28481.8105","24658.0915","20841.828","18798.908","15833.4375","13137.3415","9690.6055","6727.7365","4037.423","2004.5125","741.96","198.2125","34.857","2.997","0.113","Male"
"309","Eastern Asia","1962","53678.2985","59011.588","49516.3285","37477.56","34691.0845","33296.9635","29117.0425","25214.45","21173.2405","19014.365","15939.54","13233.208","9866.4365","6784.783","4027.382","2006.9895","751.0955","189.6545","32.5485","2.763","0.0935","Male"
"310","Eastern Asia","1963","57126.197","59223.1375","51849.278","39228.3575","34726.167","33544.9925","29842.2495","25915.815","21687.1005","19096.1835","16214.6805","13358.7275","10121.381","6863.854","4075.698","2048.376","770.6635","186.5085","31.5965","2.6635","0.0775","Male"
"311","Eastern Asia","1964","62827.0075","57856.9945","53891.59","41307.5695","34877.644","33514.7525","30632.708","26502.996","22386.1755","19110.4245","16571.441","13546.3895","10413.576","6921.426","4143.129","2098.9735","785.2375","186.546","30.949","2.7715","0.1545","Male"
"312","Eastern Asia","1965","68698.7475","55127.424","55770.6095","43880.9165","35035.4745","33531.6355","31332.1875","27059.2225","23108.9745","19307.416","16924.0815","13763.2065","10660.943","7021.1875","4239.9265","2129.934","790.869","190.2975","30.401","2.843","0.256","Male"
"313","Eastern Asia","1966","74620.587","52299.9585","57044.511","46362.118","35537.739","33719.765","31991.7655","27731.3725","23725.107","19661.2715","17258.129","13941.3005","10855.996","7209.9285","4352.599","2151.121","801.125","197.5775","30.8215","2.7835","0.2595","Male"
"314","Eastern Asia","1967","77856.6575","51453.383","57893.469","48756.553","36775.954","33885.9885","32570.7235","28414.5765","24350.377","20077.108","17550.9735","14152.0385","11025.973","7441.652","4467.209","2190.373","825.835","206.068","31.913","3.191","0.3015","Male"
"315","Eastern Asia","1968","78000.0025","54650.0145","58174.161","51088.8515","38564.7635","34025.828","32831.9415","29154.6575","25080.64","20636.8195","17689.248","14479.5835","11200.601","7697.576","4580.0525","2246.796","860.979","214.373","32.609","3.387","0.3025","Male"
"316","Eastern Asia","1969","78202.2895","60161.123","56916.1255","53137.338","40669.9955","34287.0905","32846.246","29955.831","25691.7205","21371.6975","17774.86","14873.848","11442.7735","7977.513","4681.7045","2317.535","899.314","221.4315","33.3255","3.1275","0.2055","Male"
"317","Eastern Asia","1970","79102.0605","65958.744","54299.2505","55031.431","43247.9635","34519.278","32922.9115","30659.808","26255.4365","22117.0955","18030.8295","15258.001","11714.0885","8224.27","4816.6805","2408.8365","929.2095","227.719","34.852","3.105","0.1425","Male"
"318","Eastern Asia","1971","80050.257","71851.319","51557.6155","56312.3265","45734.494","35054.183","33152.586","31317.2395","26924.488","22741.8915","18414.6355","15619.9535","11944.229","8441.253","5012.447","2513.8295","956.6915","238.089","38.1","3.2765","0.12","Male"
"319","Eastern Asia","1972","80952.839","75160.0105","50737.1395","57150.8105","48128.194","36298.7885","33350.6145","31897.641","27610.1885","23372.394","18844.2015","15940.9965","12190.712","8645.8905","5233.591","2626.2595","994.1365","253.879","42.06","3.6675","0.118","Male"
"320","Eastern Asia","1973","80737.641","75426.5435","53890.6975","57414.4245","50416.868","38065.6345","33509.183","32172.0875","28352.322","24106.8525","19410.7295","16117.2235","12537.895","8853.4495","5469.1695","2738.559","1040.953","272.102","44.6805","4.046","0.116","Male"
"321","Eastern Asia","1974","78957.7085","75804.2265","59333.0995","56156.54","52407.5425","40128.132","33756.3015","32201.4365","29153.7245","24721.0265","20140.036","16243.622","12945.59","9107.1585","5716.5385","2841.3665","1094.711","289.8025","45.9625","4.272","0.123","Male"
"322","Eastern Asia","1975","75942.8865","76927.6585","65074.958","53585.38","54252.0005","42665.18","33965.4025","32298.459","29868.279","25292.1205","20885.684","16527.357","13341.706","9379.059","5936.2185","2963.973","1157.1","303.602","46.9615","4.49","0.148","Male"
"323","Eastern Asia","1976","72191.4125","78059.424","70912.6335","50920.944","55520.274","45101.15","34476.81","32548.5515","30533.534","25958.6445","21527.9415","16935.761","13718.058","9625.297","6133.553","3121.5795","1223.4405","316.898","49.7355","4.729","0.186","Male"
"324","Eastern Asia","1977","68356.9495","79089.7175","74204.5485","50149.4605","56393.711","47460.146","35710.4035","32763.308","31116.5905","26641.819","22175.457","17395.593","14061.475","9895.942","6323.5575","3292.8885","1294.293","334.07","54.9515","5.0705","0.229","Male"
"325","Eastern Asia","1978","64547.699","78985.2755","74491.449","53276.621","56731.883","49761.567","37490.4915","32933.32","31399.5795","27384.0865","22914.2435","17980.3885","14275.968","10256.9405","6521.1695","3470.6765","1368.188","355.0945","61.1615","5.6085","0.259","Male"
"326","Eastern Asia","1979","61678.855","77326.777","74880.444","58647.5815","55575.845","51779.733","39577.373","33184.842","31444.7585","28175.815","23530.649","18712.9075","14447.884","10673.3575","6761.5325","3650.984","1439.345","379.8275","67.1945","6.252","0.275","Male"
"327","Eastern Asia","1980","60267.416","74483.5645","76004.1575","64334.0785","53079.883","53646.147","42132.7595","33403.4205","31553.8555","28875.2755","24095.478","19453.956","14759.9075","11075.599","7021.473","3811.9065","1521.749","407.308","72.7885","7.015","0.289","Male"
"328","Eastern Asia","1981","60064.085","70932.684","77168.6985","70165.653","50420.5985","54921.252","44558.94","33924.193","31816.241","29534.223","24751.118","20091.4065","15179.837","11445.8295","7262.962","3968.7795","1623.4605","435.9785","78.742","8.0815","0.3065","Male"
"329","Eastern Asia","1982","61221.0505","67258.429","78266.547","73481.3615","49610.1525","55778.7045","46871.6295","35148.6755","32048.123","30119.892","25426.3475","20730.8335","15642.9765","11774.039","7526.1485","4131.603","1733.8775","468.857","85.5595","9.563","0.347","Male"
"330","Eastern Asia","1983","62599.642","63558.573","78230.288","73801.943","52701.8","56097.3455","49112.7975","36904.136","32228.598","30413.5485","26159.7595","21455.5485","16214.8265","11993.466","7860.4595","4302.5705","1846.413","503.896","92.4725","11.205","0.4095","Male"
"331","Eastern Asia","1984","63388.956","60759.927","76644.518","74220.7605","58059.261","54919.0465","51074.818","38959.1265","32482.8775","30478.8565","26942.1535","22066.6385","16919.363","12190.586","8234.4695","4504.92","1958.7875","538.641","99.746","12.691","0.49","Male"
"332","Eastern Asia","1985","64403.0625","59415.558","73877.091","75371.564","63739.35","52404.122","52910.535","41477.144","32709.1175","30612.692","27641.979","22632.1135","17637.486","12514.7695","8593.728","4721.0745","2062.6925","580.393","106.695","13.777","0.591","Male"
"333","Eastern Asia","1986","65851.142","59281.991","70386.7865","76588.823","69530.236","49785.5225","54202.7835","43883.1365","33252.871","30904.8515","28308.0635","23276.2415","18265.872","12927.832","8925.3625","4924.0565","2168.5275","631.5115","111.5165","14.4915","0.729","Male"
"334","Eastern Asia","1987","67510.371","60471.5905","66761.385","77734.3585","72818.44","49052.6995","55096.7875","46195.675","34496.1295","31171.567","28904.9815","23933.843","18892.493","13376.957","9223.172","5143.2385","2278.952","686.8055","116.9375","14.824","0.9355","Male"
"335","Eastern Asia","1988","69488.5465","61869.3985","63108.4985","77706.6","73183.167","52171.154","55442.9495","48444.21","36250.0615","31389.621","29222.261","24654.576","19589.598","13922.119","9436.4175","5416.0525","2394.8925","742.068","123.6615","14.6315","1.176","Male"
"336","Eastern Asia","1989","71761.264","62669.38","60347.8385","76115.972","73677.231","57497.4265","54307.6725","50417.6","38295.013","31676.785","29321.5775","25427.405","20178.9765","14586.4225","9642.5785","5719.25","2532.307","795.728","132.4785","14.278","1.3935","Male"
"337","Eastern Asia","1990","73878.1465","63672.744","59033.303","73369.433","74915.6655","63125.0735","51867.092","52268.3035","40797.043","31933.9195","29488.814","26122.7195","20725.2675","15266.792","9955.79","6009.735","2681.4625","846.1295","143.013","13.927","1.553","Male"
"338","Eastern Asia","1991","74100.152","65081.9825","58911.804","69920.7365","76088.2555","68849.5575","49298.4285","53559.071","43184.496","32491.8345","29810.236","26788.784","21351.984","15866.9845","10344.875","6278.2055","2825.875","898.059","159.609","13.762","1.602","Male"
"339","Eastern Asia","1992","71756.9345","66682.51","60096.168","66341.135","77078.144","72106.195","48569.8255","54444.9755","45480.7935","33729.6695","30112.491","27398.961","22005.405","16467.1175","10772.151","6527.6495","2983.8665","953.6265","182.609","14.9355","1.4275","Male"
"340","Eastern Asia","1993","68740.188","68616.0815","61483.4935","62731.8355","76962.644","72461.968","51656.502","54800.491","47713.383","35475.0655","30366.2055","27752.7395","22722.478","17133.583","11278.842","6724.7005","3179.551","1015.411","203.7575","17.627","1.062","Male"
"341","Eastern Asia","1994","65447.534","70855.034","62268.0285","59977.2225","75342.697","72870.109","56915.7685","53678.223","49665.943","37499.551","30675.0165","27898.7055","23482.127","17706.2365","11883.612","6925.7565","3395.3945","1089.3385","222.304","21.188","0.783","Male"
"342","Eastern Asia","1995","61452.15","72958.4345","63249.845","58648.214","72620.7395","73945.9385","62462.9","51249.6045","51480.8945","39963.6425","30941.5665","28102.89","24168.164","18243.683","12507.0985","7212.399","3601.714","1169.7345","237.724","25.4105","0.6695","Male"
"343","Eastern Asia","1996","58256.1815","73240.7455","64649.99","58550.9225","69220.56","75056.6745","68126.4625","48702.852","52742.313","42308.5125","31500.4595","28441.36","24826.0215","18843.501","13068.5615","7561.507","3796.3535","1251.5205","254.2095","30.1045","0.7785","Male"
"344","Eastern Asia","1997","56442.238","71001.1185","66255.6495","59782.93","65675.044","76100.312","71340.638","47979.753","53608.609","44550.4295","32718.5115","28748.0115","25425.9275","19455.7745","13625.7495","7943.5685","3982.579","1342.317","273.954","34.7015","1.1825","Male"
"345","Eastern Asia","1998","54929.6295","68066.62","68198.513","61208.2645","62119.405","76062.009","71665.945","51036.877","53953.284","46729.2","34420.4185","29008.488","25787.8745","20128.701","14234.4255","8386.662","4142.182","1452.7065","296.7805","38.606","1.7375","Male"
"346","Eastern Asia","1999","53538.1485","64834.414","70461.1875","62018.105","59478.22","74548.2745","72106.95","56274.255","52866.699","48648.422","36398.0965","29329.1575","25956.673","20846.8685","14767.388","8910.1135","4316.645","1573.8495","323.7145","41.93","2.3475","Male"
"347","Eastern Asia","2000","52529.7385","60895.966","72592.0755","62996.2095","58274.394","71868.639","73234.4385","61789.539","50496.4005","50436.1955","38809.884","29612.1415","26180.6685","21503.5615","15270.9585","9452.1845","4551.321","1690.376","352.9275","44.4185","2.9925","Male"
"348","Eastern Asia","2001","51760.0655","57754.941","72894.144","64393.5415","58215.599","68489.0185","74370.2055","67406.3455","47998.376","51682.837","41108.8255","30179.249","26539.766","22133.89","15814.846","9938.765","4823.4015","1799.3405","383.9205","47.355","3.6895","Male"
"349","Eastern Asia","2002","50970.6285","55977.2815","70667.6285","65998.6075","59381.31","64983.3915","75411.4465","70596.6535","47298.3715","52543.1105","43308.393","31379.2405","26875.657","22706.835","16360.5245","10410.206","5114.24","1901.9565","418.808","51.3365","4.369","Male"
"350","Eastern Asia","2003","50345.803","54490.2985","67739.4075","67928.5095","60718.7955","61440.54","75342.518","70911.888","50323.1335","52882.9745","45441.4615","33038.772","27166.8065","23067.6115","16962.845","10914.135","5443.4115","1993.008","460.3","56.007","4.876","Male"
"351","Eastern Asia","2004","49950.606","53130.0015","64516.8235","70165.093","61479.1795","58767.559","73792.935","71316.6155","55486.8515","51803.654","47313.896","34956.7835","27503.8435","23261.19","17606.379","11356.136","5824.7485","2099.5795","505.048","61.886","5.242","Male"
"352","Eastern Asia","2005","49520.2235","52159.003","60601.88","72274.1125","62482.655","57512.266","71127.6395","72421.9155","60934.9315","49473.727","49054.559","37297.3715","27803.681","23515.8735","18200.9335","11775.87","6219.544","2240.4495","546.3045","68.7525","5.5205","Male"
"353","Eastern Asia","2006","49247.9995","51422.8885","57488.977","72566.3495","63899.5235","57418.8305","67789.765","73554.2225","66487.562","47029.4875","50265.4895","39530.877","28380.8895","23892.493","18770.9525","12221.245","6574.6625","2398.3245","582.149","74.8015","5.8495","Male"
"354","Eastern Asia","2007","49492.507","50655.5735","55738.186","70328.0685","65471.0685","58563.0215","64319.4215","74580.244","69648.841","46351.342","51114.6615","41664.5755","29557.9185","24238.778","19290.6235","12668.3305","6916.73","2568.399","616.8765","80.153","6.28","Male"
"355","Eastern Asia","2008","50103.6995","50038.964","54278.973","67400.735","67374.395","59897.494","60825.6115","74518.081","69996.828","49342.44","51458.6015","43745.351","31156.343","24544.5905","19633.7635","13167.2525","7278.0675","2757.5835","650.083","86.647","6.6415","Male"
"356","Eastern Asia","2009","50948.4615","49652.5525","52946.664","64209.0125","69621.898","60702.403","58209.599","73016.9485","70438.2385","54450.495","50414.3445","45575.4535","32982.7115","24895.881","19840.3755","13699.348","7599.762","2975.8245","693.3495","93.919","7.021","Male"
"357","Eastern Asia","2010","51766.677","49252.1395","51983.4015","60339.5045","71756.5595","61769.8215","56979.212","70428.709","71551.1515","59849.679","48165.0985","47258.638","35208.741","25221.3105","20114.906","14199.0205","7915.7505","3208.6355","752.137","100.892","7.4355","Male"
"358","Eastern Asia","2011","52401.846","49020.717","51239.095","57256.5785","72069.7505","63251.7285","56881.2805","67177.607","72684.1025","65350.996","45808.966","48428.7225","37347.096","25809.5375","20495.8725","14679.3455","8244.724","3417.893","814.474","107.7355","7.8","Male"
"359","Eastern Asia","2012","53216.8465","49298.8685","50480.656","55535.4845","69889.4505","64920.0415","58083.0225","63805.4005","73745.9965","68504.634","45209.3685","49281.2925","39400.092","26935.2755","20854.198","15119.463","8568.5985","3614.793","879.596","114.828","8.278","Male"
"360","Eastern Asia","2013","53914.5145","49937.617","49886.145","54099.1855","67031.8865","66902.8605","59520.014","60388.0385","73756.82","68897.2735","48225.6105","49657.499","41397.5495","28426.644","21196.434","15432.098","8938.3925","3826.092","954.068","121.688","9.0085","Male"
"361","Eastern Asia","2014","54228.8155","50790.573","49521.981","52762.087","63872.0765","69169.9425","60378.5975","57802.069","72330.8595","69378.6875","53284.1125","48684.9045","43146.9235","30127.4695","21569.2725","15647.4485","9337.3625","4021.16","1042.3315","131.4805","9.8075","Male"
"362","Eastern Asia","2015","54264.485","51606.752","49130.302","51791.3225","59992.708","71286.1915","61419.5835","56596.241","69785.253","70516.162","58570.8005","46559.488","44766.0965","32208.6325","21895.515","15924.9025","9716.5385","4213.71","1137.34","145.3445","10.48","Male"
"363","Eastern Asia","2016","54210.541","52273.0425","48905.4235","51074.5625","56920.9395","71620.0635","62863.7925","56551.0825","66553.853","71682.1335","63908.821","44334.4955","45905.107","34201.657","22453.437","16306.22","10088.0385","4412.1525","1223.3785","163.163","11.3325","Male"
"364","Eastern Asia","2017","53939.199","53124.708","49208.0925","50357.8465","55236.15","69493.907","64516.9415","57784.898","63207.3045","72762.5315","66950.3465","43789.455","46722.105","36091.0435","23478.602","16672.7215","10420.141","4601.4655","1298.6175","182.9065","12.648","Male"
"365","Eastern Asia","2018","52728.9825","53836.818","49874.5985","49788.7155","53830.148","66678.5605","66501.302","59214.314","59834.663","72780.676","67349.119","46726.576","47087.4915","37925.5875","24820.248","17014.752","10669.676","4824.2745","1378.388","203.2365","14.311","Male"
"366","Eastern Asia","2019","50684.2925","54167.5425","50744.048","49427.8735","52516.404","63551.735","68782.5495","60046.2795","57297.594","71379.2245","67868.215","51617.96","46179.319","39543.7845","26351.2925","17366.752","10875.956","5077.636","1458.9815","226.0715","16.5965","Male"
"367","Eastern Asia","2020","47843.3895","54229.8155","51569.8895","49039.4315","51581.535","59721.501","70919.5745","61067.9225","56131.1465","68874.338","69013.323","56706.6185","44165.845","41037.797","28207.8105","17664.936","11133.404","5321.776","1544.6695","246.206","19.342","Male"
"368","Eastern Asia","2021","43965.297","54184.8375","52228.7735","48814.461","50874.4575","56665.1745","71250.203","62491.9485","56093.229","65684.9765","70161.625","61834.1125","42055.148","42074.39","29968.969","18170.3405","11466.371","5552.5855","1631.8755","259.5245","21.7535","Male"
"369","Eastern Asia","2022","39308.6255","53890.023","53061.864","49111.434","50145.374","54957.8445","69106.7035","64115.597","57305.515","62382.8115","71220.575","64754.877","41578.192","42825.9765","31627.9565","19061.729","11774.452","5737.584","1703.6215","266.751","22.917","Male"
"370","Eastern Asia","2023","35057.3235","52649.149","53759.6605","49773.7145","49585.514","53543.0365","66286.5135","66071.567","58709.545","59061.2685","71246.6885","65144.705","44429.6435","43158.379","33211.8","20155.0225","12017.0225","5838.26","1769.6585","271.8085","23.175","Male"
"371","South-Eastern Asia","1950","12905.8555","10348.435","9702.034","8773.0965","7594.565","6404.0295","5515.9035","4959.1305","4203.1575","3509.8275","2672.328","1944.117","1407.223","953.9995","613.62","354.9845","154.4665","53.32","8.309","1.3095","0.1865","Male"
"372","South-Eastern Asia","1951","13436.721","10503.548","9800.3945","8950.487","7784.2725","6582.2385","5612.7595","5026.3125","4312.751","3598.9655","2783.0715","2024.143","1451.581","984.956","619.756","358.037","158.445","51.614","9.4305","1.1515","0.1645","Male"
