"","Region","Year","0-4","5-9","10-14","15-19","20-24","25-29","30-34","35-39","40-44","45-49","50-54","55-59","60-64","65-69","70-74","75-79","80-84","85-89","90-94","95-99","100+","Gender"
"373","South-Eastern Asia","1952","14036.9895","10701.507","9879.1995","9123.0265","7975.9615","6768.5225","5728.505","5084.182","4424.526","3679.0485","2900.6665","2109.572","1498.7695","1018.127","630.6165","360.2925","162.2995","50.076","10.238","1.0965","0.152","Male"
"374","South-Eastern Asia","1953","14705.865","10954.638","9951.3635","9281.351","8168.117","6958.4395","5861.1315","5140.469","4531.2455","3756.569","3019.574","2200.4755","1549.204","1053.302","645.509","363.593","164.2605","49.2625","10.755","1.032","0.1405","Male"
"375","South-Eastern Asia","1954","15364.9495","11322.0105","10037.324","9420.298","8359.0635","7151.6485","6012.1245","5206.5435","4627.188","3842.1485","3131.1325","2296.794","1605.9495","1090.325","663.671","367.837","165.383","49.649","11.0055","0.956","0.1255","Male"
"376","South-Eastern Asia","1955","15995.2935","11811.8485","10154.5955","9542.184","8546.222","7346.9475","6181.7245","5290.0205","4710.851","3942.728","3230.94","2396.613","1672.0305","1128.64","685.974","372.452","167.8465","51.0565","10.9865","1.034","0.1125","Male"
"377","South-Eastern Asia","1956","16635.512","12350.096","10313.476","9643.5765","8729.562","7542.71","6364.8215","5392.255","4782.8875","4053.2755","3319.122","2501.1595","1745.471","1168.567","711.745","378.4955","170.793","52.987","10.802","1.2285","0.1075","Male"
"378","South-Eastern Asia","1957","17296.8775","12954.3165","10515.4655","9724.349","8907.2945","7739.9895","6555.965","5512.878","4846.053","4165.848","3399.211","2611.909","1823.2775","1210.7275","739.0625","387.2905","173.187","54.686","10.6425","1.3645","0.109","Male"
"379","South-Eastern Asia","1958","17958.512","13621.1965","10770.172","9794.5025","9066.243","7934.7755","6748.5275","5648.639","4906.6515","4272.6385","3476.318","2723.2345","1905.0445","1254.9865","767.634","398.4095","175.778","55.5735","10.613","1.4345","0.1065","Male"
"380","South-Eastern Asia","1959","18603.622","14278.929","11135.0905","9876.658","9203.0635","8125.2025","6941.0225","5799.7055","4974.8375","4367.4905","3559.594","2826.842","1990.7915","1303.604","797.271","411.478","178.684","56.226","10.836","1.4655","0.1035","Male"
"381","South-Eastern Asia","1960","19227.9945","14904.0985","11614.9665","9985.307","9314.956","8302.085","7126.7865","5961.8465","5054.6805","4446.486","3653.5805","2917.178","2077.9155","1358.4","827.154","426.932","181.772","57.485","11.2665","1.484","0.117","Male"
"382","South-Eastern Asia","1961","19803.378","15534.15","12136.761","10130.6185","9399.387","8467.0305","7305.911","6131.318","5148.3065","4510.796","3753.866","2994.6","2167.591","1417.892","857.5025","444.293","185.5235","58.9355","11.771","1.494","0.1365","Male"
"383","South-Eastern Asia","1962","20337.2805","16183.101","12723.042","10320.985","9466.864","8628.6475","7487.7945","6308.8485","5259.642","4566.5015","3855.4785","3064.3115","2262.538","1480.5615","889.2475","462.5045","190.591","60.0955","12.1805","1.505","0.151","Male"
"384","South-Eastern Asia","1963","20875.9685","16833.7985","13372.392","10566.3865","9527.5935","8775.942","7670.569","6489.9485","5386.6815","4620.892","3952.099","3131.7","2358.0815","1546.346","922.2845","481.3225","196.695","61.156","12.3525","1.5245","0.1625","Male"
"385","South-Eastern Asia","1964","21390.5555","17471.452","14013.8495","10923.204","9602.4725","8903.483","7850.041","6671.8755","5528.7525","4683.381","4038.0175","3205.3255","2446.8845","1615.5815","958.3955","500.728","203.757","62.3165","12.493","1.5835","0.171","Male"
"386","South-Eastern Asia","1965","21830.5545","18085.9515","14623.0025","11383.0335","9681.279","8985.371","8000.0255","6834.55","5671.7485","4749.4835","4101.977","3282.03","2517.757","1681.1225","995.453","518.551","211.0355","63.0655","12.587","1.551","0.158","Male"
"387","South-Eastern Asia","1966","22256.6305","18653.3575","15237.9665","11881.106","9788.643","9032.1615","8131.577","6985.827","5818.393","4826.9655","4151.325","3363.737","2576.593","1748.191","1035.079","536.034","219.0215","63.904","12.6135","1.449","0.124","Male"
"388","South-Eastern Asia","1967","22671.9965","19184.555","15875.1875","12453.5715","9959.823","9077.6625","8270.636","7148.9875","5980.0975","4928.196","4200.18","3453.895","2635.252","1824.793","1080.2685","555.757","228.3885","65.703","12.7255","1.3995","0.1005","Male"
"389","South-Eastern Asia","1968","23018.7815","19719.286","16517.34","13093.2065","10195.0795","9124.5085","8402.1165","7317.2845","6147.9495","5045.7565","4249.083","3539.974","2692.506","1901.861","1127.72","576.324","237.9765","67.864","12.859","1.4005","0.0945","Male"
"390","South-Eastern Asia","1969","23351.8815","20228.137","17147.5445","13729.035","10546.854","9191.1695","8518.7435","7484.778","6317.9805","5178.1125","4306.008","3616.2025","2755.634","1973.2275","1177.992","599.005","247.896","70.4695","13.105","1.4715","0.1025","Male"
"391","South-Eastern Asia","1970","23678.577","20697.498","17762.7205","14327.7705","10992.959","9269.5805","8603.1745","7634.0515","6478.864","5318.7175","4373.2715","3679.213","2828.2795","2035.6555","1230.535","625.2175","258.1975","73.7815","13.4965","1.5815","0.1215","Male"
"392","South-Eastern Asia","1971","23999.273","21167.3625","18337.501","14931.4845","11473.582","9381.6935","8662.5545","7773.66","6635.0465","5466.949","4454.312","3731.2975","2907.151","2089.721","1285.7085","653.9475","268.6945","77.468","13.9755","1.679","0.142","Male"
"393","South-Eastern Asia","1972","24326.0555","21600.404","18869.972","15555.9835","12018.791","9542.6725","8707.299","7910.5615","6793.0265","5621.71","4550.335","3776.114","2986.4395","2138.038","1343.519","683.7505","279.308","81.0305","14.4925","1.743","0.159","Male"
"394","South-Eastern Asia","1973","24657.4525","21962.911","19401.9545","16181.849","12620.199","9752.8695","8741.268","8032.1325","6949.9355","5778.7085","4659.315","3820.413","3061.4935","2185.782","1401.681","715.2735","290.489","84.6735","15.0855","1.7755","0.172","Male"
"395","South-Eastern Asia","1974","24945.4215","22311.3405","19908.001","16795.3335","13213.164","10062.2205","8782.6905","8132.086","7101.6875","5935.2185","4780.7645","3872.257","3128.2025","2239.2625","1455.9675","749.0555","303.0565","88.5675","15.783","1.7995","0.183","Male"
"396","South-Eastern Asia","1975","25181.163","22641.669","20365.071","17391.1725","13780.09","10477.44","8847.856","8208.914","7241.7115","6085.8795","4911.4095","3934.387","3184.0145","2300.759","1503.237","783.922","317.4315","92.694","16.6655","1.8595","0.193","Male"
"397","South-Eastern Asia","1976","25402.7005","22954.5685","20811.2745","17949.734","14370.898","10945.9085","8959.3655","8268.8615","7378.228","6235.6635","5051.978","4011.0895","3232.517","2368.991","1545.687","820.842","333.5095","97.2835","17.7435","1.942","0.199","Male"
"398","South-Eastern Asia","1977","25612.832","23277.2175","21220.3205","18471.313","14996.0665","11487.1575","9124.4335","8317.4385","7514.8735","6390.042","5201.323","4103.798","3277.1355","2439.5355","1586.227","860.714","350.6055","102.2905","18.906","2.0665","0.205","Male"
"399","South-Eastern Asia","1978","25834.6955","23613.048","21562.5365","18989.45","15622.8965","12089.9245","9343.499","8360.852","7640.5255","6546.438","5354.61","4209.767","3322.4285","2507.583","1627.4345","901.531","368.7475","107.6605","20.1505","2.2345","0.213","Male"
"400","South-Eastern Asia","1979","26130.0905","23928.3355","21904.696","19485.264","16236.625","12689.4785","9662.6265","8416.3415","7749.8935","6702.0515","5510.3855","4329.4595","3375.9925","2570.3615","1674.3115","940.5655","388.52","113.6865","21.4685","2.4095","0.22","Male"
"401","South-Eastern Asia","1980","26499.8095","24222.3005","22259.6735","19958.7975","16851.3865","13276.8695","10095.2995","8503.7845","7845.4085","6854.576","5667.002","4462.7455","3442.4985","2626.8875","1729.4525","976.3395","409.6855","120.6015","22.8725","2.605","0.23","Male"
"402","South-Eastern Asia","1981","26899.9065","24510.8905","22618.1435","20445.6295","17443.376","13889.614","10579.3275","8637.284","7925.706","7004.761","5824.1085","4605.8565","3522.439","2676.7555","1789.4235","1009.134","432.18","128.0295","24.321","2.8035","0.244","Male"
"403","South-Eastern Asia","1982","27335.712","24784.247","22988.469","20905.0385","18008.451","14538.826","11132.776","8822.3825","7994.522","7152.711","5985.6235","4755.8835","3616.444","2722.539","1850.986","1040.717","456.358","135.73","25.83","2.993","0.256","Male"
"404","South-Eastern Asia","1983","27785.4435","25063.1855","23369.849","21304.2405","18586.8665","15209.5125","11760.118","9067.8515","8064.511","7292.551","6152.8215","4911.152","3723.974","2769.7285","1911.4385","1073.1755","481.1905","143.92","27.4975","3.238","0.275","Male"
"405","South-Eastern Asia","1984","28199.7695","25403.947","23716.2895","21688.972","19140.457","15876.3035","12393.591","9416.456","8148.9995","7418.348","6319.6945","5069.1295","3843.107","2823.9885","1967.082","1109.2865","504.767","152.744","29.347","3.519","0.3035","Male"
"406","South-Eastern Asia","1985","28518.995","25804.5305","24024.7555","22056.577","19639.172","16520.8785","13003.0465","9865.1195","8256.792","7527.7665","6478.8755","5225.5475","3971.165","2888.092","2016.071","1150.1285","526.025","161.992","31.3575","3.7805","0.326","Male"
"407","South-Eastern Asia","1986","28705.8405","26228.334","24323.6025","22411.3715","20122.271","17115.8565","13618.8695","10349.1475","8400.2145","7619.1915","6630.981","5380.9005","4105.6105","2962.8685","2058.9555","1193.9525","545.456","171.7315","33.454","4.0175","0.3435","Male"
"408","South-Eastern Asia","1987","28783.5585","26685.1595","24606.7225","22781.066","20576.8865","17677.666","14263.289","10896.797","8589.934","7698.141","6777.6535","5540.2725","4244.9065","3049.17","2097.868","1239.0155","564.2315","182.1","35.669","4.256","0.3615","Male"
"409","South-Eastern Asia","1988","28801.3195","27151.879","24893.5145","23165.1195","20972.4955","18245.3825","14921.5985","11511.3335","8833.6705","7775.162","6913.8335","5703.693","4387.9885","3145.9375","2137.5945","1283.2885","583.724","192.686","38.0855","4.5225","0.3795","Male"
"410","South-Eastern Asia","1989","28802.802","27582.0555","25239.778","23511.2045","21346.6295","18778.637","15568.2015","12126.001","9173.426","7861.9305","7035.7425","5863.9445","4533.1575","3250.7515","2183.07","1323.6895","605.381","202.659","40.664","4.8095","0.3945","Male"
"411","South-Eastern Asia","1990","28831.5615","27928.559","25635.0875","23810.253","21708.559","19281.1305","16224.504","12740.0475","9624.2765","7975.1815","7152.506","6022.765","4681.7495","3364.1745","2237.4035","1359.3815","630.023","211.8725","43.3615","5.092","0.403","Male"
"412","South-Eastern Asia","1991","28941.0575","28151.0885","26045.1655","24076.2645","22041.7665","19765.5225","16843.8085","13374.4865","10117.557","8122.0035","7259.2075","6178.3305","4833.385","3484.232","2301.311","1391.379","656.5885","220.8425","46.207","5.3925","0.3995","Male"
"413","South-Eastern Asia","1992","29097.8985","28259.664","26495.0445","24324.087","22388.188","20211.0035","17419.6315","14041.6","10673.506","8313.296","7351.929","6326.0785","4991.526","3609.596","2374.416","1421.7925","683.8505","230.102","49.334","5.7625","0.3965","Male"
"414","South-Eastern Asia","1993","29236.842","28299.121","26964.681","24581.318","22748.491","20592.4695","17992.821","14727.036","11293.6035","8564.962","7436.182","6463.172","5156.087","3740.957","2456.1495","1453.8855","710.9495","240.008","52.7015","6.1865","0.401","Male"
"415","South-Eastern Asia","1994","29353.672","28338.161","27430.716","24912.899","23042.008","20917.0155","18507.4345","15390.323","11909.9135","8921.014","7521.5615","6592.2625","5318.969","3876.909","2545.334","1490.0275","736.409","250.958","56.1505","6.6785","0.4155","Male"
"416","South-Eastern Asia","1995","29440.488","28428.953","27841.118","25342.1675","23293.6775","21224.127","18964.2435","16037.9335","12520.297","9385.171","7625.6115","6721.1925","5477.218","4015.365","2641.145","1532.008","759.911","262.917","59.684","7.2865","0.4495","Male"
"417","South-Eastern Asia","1996","29460.565","28613.159","28128.56","25829.6195","23556.4765","21547.001","19409.9755","16641.5045","13159.408","9891.1725","7769.765","6840.7295","5629.3895","4156.5875","2742.837","1580.9345","782.1765","275.3365","63.4085","7.991","0.5655","Male"
"418","South-Eastern Asia","1997","29425.201","28845.529","28293.8275","26373.464","23845.031","21882.801","19818.3335","17190.8715","13831.2335","10453.046","7973.8265","6940.7485","5772.787","4305.3555","2849.9075","1636.785","804.432","288.2645","67.403","8.8755","0.6975","Male"
"419","South-Eastern Asia","1998","29325.831","29034.5195","28361.199","26920.9165","24183.008","22233.354","20170.8685","17738.4235","14521.492","11066.771","8245.6955","7022.2695","5903.765","4461.841","2962.3425","1699.3025","827.6075","301.79","71.8215","10.084","0.76","Male"
"420","South-Eastern Asia","1999","29127.2675","29147.509","28376.7655","27398.5135","24566.755","22537.543","20485.548","18241.7185","15197.0805","11671.004","8614.2955","7092.562","6025.9445","4614.0075","3078.917","1767.6195","851.3975","315.0615","76.406","11.5555","0.8285","Male"
"421","South-Eastern Asia","2000","28910.2625","29195.8855","28420.066","27779.0045","25006.8755","22803.9355","20789.8525","18664.587","15823.935","12252.421","9067.339","7169.766","6141.3695","4751.2585","3194.063","1839.73","877.2325","327.359","80.034","12.8085","0.945","Male"
"422","South-Eastern Asia","2001","28754.0165","29178.005","28563.082","28023.997","25496.8155","23087.3545","21119.8235","19058.5865","16363.5495","12841.98","9535.9585","7289.478","6235.435","4873.0985","3306.859","1914.811","907.4125","339.231","82.7835","13.6245","1.104","Male"
"423","South-Eastern Asia","2002","28654.0385","29110.4835","28749.243","28116.277","25997.474","23372.3075","21443.9025","19412.3435","16829.705","13444.0325","10035.114","7470.854","6299.1225","4980.0035","3423.804","1992.126","941.9345","351.2925","86.06","14.301","1.278","Male"
"424","South-Eastern Asia","2003","28608.946","28994.9415","28896.6735","28122.0625","26480.7835","23687.398","21761.267","19710.383","17288.5845","14044.986","10570.95","7714.8425","6347.488","5075.1975","3544.402","2070.7295","980.447","363.066","90.432","14.98","1.4465","Male"
"425","South-Eastern Asia","2004","28638.291","28805.5365","28984.6895","28114.332","26911.2805","24071.5755","22051.993","20002.9495","17720.7115","14629.7845","11099.267","8045.2735","6399.8505","5164.2965","3659.0105","2151.5075","1022.1825","374.3415","95.383","15.625","1.5945","Male"
